고객번호,상반기구매빈도14,하반기구매빈도14,상반기구매빈도15,하반기구매빈도15
15573,2,2,2,1
15574,1,4,3,3
15575,3,3,3,1
15576,2,2,2,2
15577,1,2,2,3
15578,1,1,1,1
15579,2,1,2,2
15580,3,2,2,1
15581,4,4,4,4
15582,2,2,2,3
15583,2,1,1,2
15584,1,2,2,4
15585,3,3,3,2
15586,1,1,2,2
15587,4,3,4,3
15588,1,1,1,1
15589,2,2,2,3
15590,2,1,2,3
15591,1,1,2,2
15592,2,3,2,2
15593,2,2,3,3
15594,2,3,4,1
15595,1,3,3,2
15596,1,1,1,1
15597,2,3,3,4
15598,2,2,2,2
15599,3,2,2,1
15600,1,2,4,1
15601,1,1,1,1
15602,2,2,2,3
15603,3,4,3,3
15604,2,2,2,3
15605,2,3,2,1
15606,3,4,4,3
15607,2,2,2,3
15608,3,2,2,3
15609,4,3,4,3
15610,2,3,3,3
15611,3,3,3,4
15612,2,3,2,2
15613,1,2,1,3
15614,2,1,3,2
15615,4,3,3,1
15616,2,2,1,2
15617,2,2,3,4
15618,1,1,2,2
15619,2,2,2,2
15620,3,2,3,2
15621,3,2,2,3
15622,2,3,3,2
15623,2,3,2,2
15624,4,4,3,3
15625,3,2,4,4
15626,3,2,2,1
15627,2,2,3,2
15628,2,3,3,4
15629,1,3,2,2
15630,3,2,2,2
15631,3,4,1,4
15632,2,4,3,4
15633,2,3,3,3
15634,2,3,4,4
15635,2,1,1,1
15636,2,2,2,2
15637,2,2,1,2
15638,3,3,4,3
15639,1,2,2,2
15640,2,2,2,3
15641,2,2,1,2
15642,1,1,4,4
15643,3,3,1,2
15644,2,3,2,2
15645,2,2,3,1
15646,2,2,2,2
15647,4,4,1,1
15648,2,3,3,2
15649,3,2,2,3
15650,2,3,3,3
15651,3,2,2,2
15652,1,1,2,2
15653,3,2,3,1
15654,1,2,1,1
15655,3,3,2,2
15656,4,2,4,4
15657,3,3,3,3
15658,2,2,3,1
15659,3,2,3,1
15660,3,2,3,2
15661,3,1,4,4
15662,2,2,2,2
15663,1,2,3,1
15664,4,4,4,3
15665,1,2,1,2
15666,1,1,1,1
15667,4,3,4,3
15668,3,1,1,3
15669,2,2,1,1
15670,2,2,2,2
15671,3,3,3,2
15672,2,3,2,2
15673,1,2,2,2
15674,1,1,4,4
15675,2,2,2,1
15676,3,3,2,3
15677,1,2,3,3
15678,2,2,1,2
15679,3,2,2,2
15680,2,3,3,2
15681,2,2,3,3
15682,2,2,2,2
15683,2,2,3,3
15684,1,2,2,1
15685,2,2,3,2
15686,3,2,2,2
15687,3,3,3,4
15688,1,2,2,2
15689,2,2,2,2
15690,3,4,4,4
15691,3,2,2,2
15692,1,2,2,2
15693,1,1,2,2
15694,2,3,3,3
15695,4,3,2,2
15696,2,2,2,2
15697,0,0,1,3
15698,1,1,1,1
15699,3,3,2,2
15700,1,1,2,2
15701,1,1,1,1
15702,1,3,3,2
15703,2,2,2,2
15704,1,2,1,2
15705,4,4,4,4
15706,2,2,2,2
15707,2,3,3,3
15708,4,4,3,3
15709,3,3,3,4
15710,4,3,3,3
15711,2,2,2,2
15712,2,2,2,2
15713,2,2,2,2
15714,3,2,2,2
15715,2,2,2,1
15716,2,2,3,3
15717,2,3,2,3
15718,4,3,4,4
15719,2,3,2,2
15720,2,4,4,3
15721,2,2,2,2
15722,3,3,4,4
15723,4,3,2,1
15724,1,1,1,2
15725,1,3,4,3
15726,2,2,3,2
15727,1,2,3,2
15728,2,2,1,1
15729,4,4,3,1
15730,1,3,3,3
15731,2,3,2,2
15732,2,1,2,2
15733,2,2,4,1
15734,3,3,3,3
15735,2,1,3,3
15736,2,3,4,3
15737,1,3,2,1
15738,2,2,2,4
15739,4,4,4,4
15740,2,3,3,2
15741,3,3,2,3
15742,2,2,1,1
15743,2,3,2,3
15744,2,2,1,1
15745,2,3,3,2
15746,2,2,3,3
15747,2,3,2,2
15748,3,3,3,3
15749,1,2,1,1
15750,2,2,3,3
15751,3,2,2,2
15752,2,2,3,2
15753,3,3,2,4
15754,4,3,4,3
15755,2,3,2,1
15756,2,1,2,2
15757,2,3,4,3
15758,1,3,3,2
15759,2,2,2,1
15760,4,4,4,4
15761,2,2,2,1
15762,1,2,3,3
15763,2,2,2,2
15764,2,2,2,1
15765,3,2,1,1
15766,2,2,2,2
15767,1,2,2,3
15768,1,1,1,1
15769,2,2,2,1
15770,3,2,3,2
15771,3,1,1,1
15772,1,1,1,2
15773,2,1,1,1
15774,3,2,2,2
15775,2,1,2,1
15776,4,3,1,3
15777,1,2,1,1
15778,4,4,3,3
15779,4,3,3,3
15780,4,4,4,4
15781,2,4,2,1
15782,2,3,2,2
15783,2,4,4,4
15784,1,2,2,2
15785,2,1,2,2
15786,2,2,2,2
15787,1,2,4,3
15788,2,2,3,1
15789,2,2,3,3
15790,1,1,1,1
15791,2,2,2,1
15792,2,4,4,4
15793,2,2,2,3
15794,1,2,3,2
15795,2,2,1,1
15796,1,4,2,1
15797,1,1,1,1
15798,3,3,3,3
15799,2,3,2,3
15800,2,2,3,3
15801,3,4,4,4
15802,2,3,2,2
15803,1,3,2,2
15804,3,2,2,2
15805,4,4,2,3
15806,1,1,1,1
15807,1,1,1,1
15808,2,3,3,2
15809,2,2,3,3
15810,2,2,3,3
15811,1,3,4,2
15812,4,4,4,4
15813,1,2,3,4
15814,3,3,3,3
15815,3,3,4,4
15816,3,3,3,2
15817,2,2,2,4
15818,2,4,3,2
15819,4,4,4,1
15820,2,2,1,1
15821,4,4,4,4
15822,2,2,3,2
15823,3,3,3,2
15824,3,2,3,3
15825,4,4,4,4
15826,2,2,2,2
15827,2,3,2,1
15828,3,2,2,1
15829,3,3,4,4
15830,1,1,1,1
15831,1,3,2,3
15832,3,3,3,4
15833,2,2,2,2
15834,3,3,3,4
15835,1,1,2,2
15836,3,2,3,2
15837,2,2,2,2
15838,1,1,1,1
15839,2,3,2,3
15840,3,4,1,1
15841,3,2,2,2
15842,2,1,2,2
15843,2,1,2,3
15844,1,2,3,3
15845,1,3,2,3
15846,1,1,2,3
15847,1,1,3,2
15848,2,4,4,4
15849,2,1,2,2
15850,2,3,3,1
15851,2,3,2,1
15852,2,2,2,3
15853,3,3,2,1
15854,2,2,2,2
15855,4,4,1,1
15856,3,3,3,4
15857,1,3,3,3
15858,1,2,2,2
15859,1,2,3,2
15860,4,4,3,4
15861,3,2,1,2
15862,1,2,2,3
15863,2,2,2,2
15864,4,3,3,3
15865,2,2,3,3
15866,1,4,4,4
15867,1,2,1,1
15868,2,2,2,1
15869,2,3,3,3
15870,2,3,2,1
15871,2,4,4,3
15872,2,2,2,2
15873,2,2,1,3
15874,2,2,2,2
15875,3,4,3,3
15876,1,3,3,4
15877,1,2,3,3
15878,2,2,1,1
15879,3,4,4,4
15880,2,2,3,3
15881,2,2,2,1
15882,1,2,2,2
15883,3,4,4,4
15884,1,1,1,1
15885,1,1,3,3
15886,2,2,2,2
15887,1,2,2,2
15888,2,2,2,3
15889,1,1,3,3
15890,1,1,2,2
15891,2,1,2,3
15892,3,3,3,2
15893,3,3,4,3
15894,1,2,2,2
15895,1,2,2,2
15896,1,1,2,1
15897,3,3,3,3
15898,3,2,2,2
15899,3,4,4,3
15900,1,2,2,3
15901,4,3,2,2
15902,2,2,2,1
15903,3,4,4,4
15904,1,1,2,3
15905,3,2,3,3
15906,2,2,2,3
15907,4,4,4,3
15908,4,3,4,4
15909,3,3,2,1
15910,2,2,1,1
15911,4,4,4,3
15912,3,1,2,1
15913,2,2,2,1
15914,4,3,2,2
15915,1,2,2,2
15916,2,2,3,2
15917,2,3,2,3
15918,1,2,3,4
15919,2,3,3,4
15920,1,2,1,2
15921,1,2,2,1
15922,2,3,3,3
15923,1,2,2,2
15924,4,2,2,1
15925,1,1,1,2
15926,1,2,2,1
15927,3,2,2,1
15928,2,2,1,2
15929,4,4,3,4
15930,2,2,2,3
15931,2,4,4,4
15932,1,1,1,1
15933,1,2,2,2
15934,2,2,2,2
15935,1,2,3,3
15936,1,1,1,2
15937,3,3,3,3
15938,3,2,2,3
15939,3,2,3,2
15940,1,2,3,4
15941,2,1,2,2
15942,4,3,3,3
15943,4,4,1,1
15944,1,2,2,3
15945,3,3,2,2
15946,2,4,4,4
15947,2,2,2,2
15948,3,2,1,1
15949,2,2,1,2
15950,1,2,2,2
15951,4,4,4,4
15952,2,2,3,2
15953,1,1,1,4
15954,2,1,1,1
15955,1,1,4,4
15956,3,3,3,2
15957,2,2,1,1
15958,2,2,1,1
15959,1,2,1,1
15960,1,4,3,2
15961,2,3,2,3
15962,2,2,2,2
15963,2,3,3,3
15964,2,3,3,3
15965,1,1,2,1
15966,4,4,3,3
15967,3,2,3,2
15968,3,4,3,3
15969,3,1,1,2
15970,2,2,3,3
15971,2,2,2,2
15972,4,2,2,4
15973,1,1,3,3
15974,1,3,1,2
15975,2,2,2,2
15976,1,2,2,1
15977,1,2,2,1
15978,2,4,4,4
15979,2,3,3,2
15980,3,2,2,2
15981,1,1,1,1
15982,2,2,3,2
15983,1,2,2,1
15984,3,4,3,3
15985,4,4,3,3
15986,1,2,3,3
15987,2,3,4,4
15988,3,3,3,3
15989,2,2,2,2
15990,3,3,2,2
15991,1,2,3,2
15992,2,2,3,4
15993,1,2,2,1
15994,2,2,2,1
15995,1,4,3,3
15996,2,2,2,1
15997,1,3,2,3
15998,2,2,2,2
15999,3,1,3,4
16000,4,4,4,2
16001,2,2,3,3
16002,3,3,3,3
16003,2,2,2,1
16004,1,2,1,2
16005,1,1,1,4
16006,2,3,2,2
16007,2,2,2,2
16008,3,4,4,1
16009,2,3,4,4
16010,2,3,2,4
16011,2,2,3,1
16012,1,1,2,2
16013,1,2,3,3
16014,1,4,3,2
16015,2,2,2,2
16016,4,4,4,4
16017,1,4,3,3
16018,1,1,2,1
16019,3,3,3,4
16020,0,0,1,1
16021,2,2,1,2
16022,2,2,2,2
16023,1,1,1,1
16024,1,2,3,1
16025,1,1,1,1
16026,3,3,3,3
16027,2,2,1,2
16028,1,1,2,2
16029,3,3,3,3
16030,4,4,3,3
16031,2,3,2,2
16032,2,2,2,2
16033,2,1,2,2
16034,2,3,3,1
16035,1,1,2,1
16036,3,2,2,2
16037,1,2,2,3
16038,4,4,4,2
16039,3,3,4,4
16040,2,3,2,2
16041,2,2,2,2
16042,2,2,3,3
16043,1,2,4,2
16044,2,3,2,1
16045,2,2,2,2
16046,2,2,2,2
16047,1,1,1,1
16048,2,3,3,3
16049,1,1,1,2
16050,2,2,2,4
16051,1,1,4,4
16052,1,3,2,3
16053,1,2,2,2
16054,1,2,2,2
16055,2,2,2,2
16056,2,2,2,2
16057,3,3,1,1
16058,2,2,2,2
16059,2,2,1,1
16060,3,2,1,2
16061,3,3,1,1
16062,1,2,2,1
16063,3,3,3,1
16064,1,1,1,1
16065,1,1,1,1
16066,1,2,2,4
16067,2,3,3,3
16068,2,2,3,3
16069,4,4,4,4
16070,3,4,4,4
16071,1,1,1,1
16072,1,3,4,4
16073,3,3,3,3
16074,1,1,2,4
16075,1,2,2,2
16076,2,2,2,4
16077,3,3,2,3
16078,3,2,2,2
16079,1,1,1,1
16080,4,4,4,4
16081,2,1,2,2
16082,1,1,1,1
16083,2,1,1,2
16084,1,2,2,1
16085,2,3,4,4
16086,2,3,3,3
16087,2,2,2,2
16088,3,2,3,4
16089,2,3,3,3
16090,1,1,1,1
16091,2,2,2,2
16092,2,2,2,3
16093,1,3,2,1
16094,2,3,2,3
16095,2,1,2,1
16096,3,3,2,2
16097,2,2,2,3
16098,2,2,2,1
16099,1,1,1,2
16100,2,2,3,4
16101,1,1,1,1
16102,1,3,2,1
16103,0,0,1,2
16104,2,3,2,4
16105,1,1,2,1
16106,2,3,2,2
16107,3,2,2,2
16108,2,2,3,2
16109,1,2,3,2
16110,4,4,3,1
16111,3,2,2,3
16112,3,3,1,1
16113,2,3,4,4
16114,2,4,4,2
16115,2,4,3,4
16116,2,2,2,2
16117,2,3,2,3
16118,3,2,2,2
16119,1,1,1,3
16120,1,1,3,3
16121,1,2,1,2
16122,4,4,4,4
16123,1,3,3,4
16124,3,3,3,3
16125,2,2,2,2
16126,2,1,2,2
16127,1,1,1,2
16128,1,2,2,2
16129,1,2,3,2
16130,4,4,4,4
16131,2,1,1,1
16132,3,3,2,2
16133,2,2,2,2
16134,3,2,3,1
16135,2,2,2,2
16136,1,2,3,3
16137,2,2,1,4
16138,1,1,2,4
16139,1,1,1,1
16140,1,2,1,1
16141,1,1,2,2
16142,2,2,2,2
16143,4,3,2,2
16144,4,3,3,3
16145,2,2,3,1
16146,1,2,2,2
16147,2,3,3,3
16148,2,2,2,2
16149,2,2,2,1
16150,2,3,2,2
16151,2,2,3,2
16152,2,2,2,1
16153,2,2,2,3
16154,4,4,4,4
16155,1,1,1,1
16156,1,3,2,2
16157,2,2,2,1
16158,2,2,2,3
16159,3,3,3,4
16160,2,2,2,3
16161,2,2,3,2
16162,2,1,3,2
16163,2,1,1,2
16164,1,1,3,4
16165,2,3,3,4
16166,2,4,3,1
16167,1,1,4,4
16168,1,2,2,3
16169,1,1,2,2
16170,1,2,1,3
16171,3,4,3,1
16172,3,3,3,3
16173,3,3,3,2
16174,1,1,2,4
16175,4,4,4,4
16176,3,3,3,4
16177,1,2,1,1
16178,1,2,2,2
16179,2,2,2,2
16180,3,3,3,3
16181,2,2,2,3
16182,2,2,3,3
16183,1,2,2,2
16184,1,2,3,3
16185,3,3,4,4
16186,1,2,2,3
16187,2,3,4,4
16188,4,4,2,1
16189,3,3,4,3
16190,3,2,4,4
16191,2,2,2,1
16192,1,1,1,1
16193,2,2,2,3
16194,1,1,1,2
16195,1,1,1,2
16196,2,2,2,2
16197,2,3,3,3
16198,1,2,2,2
16199,3,3,2,3
16200,1,1,2,1
16201,2,2,2,3
16202,2,3,2,2
16203,1,1,1,1
16204,1,2,2,1
16205,2,2,2,2
16206,1,3,4,3
16207,3,3,4,3
16208,3,4,1,1
16209,2,2,4,4
16210,2,2,2,2
16211,4,1,1,4
16212,1,1,2,2
16213,1,2,1,1
16214,2,2,2,2
16215,3,3,3,2
16216,1,2,2,4
16217,1,1,1,1
16218,2,3,3,4
16219,1,1,3,3
16220,2,2,2,1
16221,2,2,2,2
16222,2,1,2,2
16223,2,1,2,1
16224,2,2,1,1
16225,3,2,3,1
16226,1,3,3,3
16227,1,1,1,1
16228,2,2,2,1
16229,2,2,2,3
16230,2,2,2,2
16231,2,3,1,2
16232,4,3,2,2
16233,2,2,1,2
16234,2,2,2,2
16235,1,3,3,3
16236,2,2,3,2
16237,1,2,2,2
16238,2,2,1,2
16239,2,2,2,2
16240,4,2,3,3
16241,3,4,3,4
16242,2,3,4,3
16243,1,1,1,1
16244,2,3,2,2
16245,3,3,2,1
16246,2,2,1,1
16247,2,4,4,4
16248,2,2,2,2
16249,4,4,4,4
16250,2,1,2,2
16251,3,2,3,3
16252,3,3,1,2
16253,2,3,2,1
16254,2,3,2,3
16255,2,2,1,1
16256,1,2,2,2
16257,1,2,2,3
16258,2,2,2,2
16259,3,3,2,1
16260,1,2,2,1
16261,2,4,4,4
16262,2,2,2,2
16263,1,2,2,2
16264,1,1,1,1
16265,3,2,2,4
16266,3,3,1,1
16267,3,3,2,3
16268,3,3,3,3
16269,3,3,4,2
16270,4,2,3,3
16271,4,4,1,1
16272,2,2,3,2
16273,2,2,3,3
16274,3,3,3,2
16275,1,3,2,2
16276,1,2,2,3
16277,1,2,3,2
16278,2,2,1,1
16279,2,2,2,1
16280,2,3,3,2
16281,1,2,2,3
16282,4,3,2,2
16283,1,1,2,4
16284,2,2,2,3
16285,4,4,4,2
16286,2,2,3,3
16287,2,2,1,2
16288,2,2,2,1
16289,3,2,3,4
16290,4,4,2,1
16291,2,1,2,2
16292,1,2,2,2
16293,1,2,2,2
16294,1,2,2,2
16295,4,4,3,3
16296,2,3,4,4
16297,4,4,3,3
16298,3,2,3,3
16299,2,1,1,2
16300,1,4,4,4
16301,4,4,3,2
16302,2,2,3,2
16303,3,3,3,3
16304,1,2,2,3
16305,2,2,1,1
16306,3,3,2,3
16307,2,2,2,2
16308,1,1,1,1
16309,1,1,3,4
16310,1,2,3,4
16311,2,2,1,2
16312,1,2,2,3
16313,2,3,2,2
16314,2,2,2,2
16315,1,1,1,1
16316,3,2,2,2
16317,2,2,3,3
16318,2,2,2,2
16319,3,3,2,2
16320,3,3,1,1
16321,2,3,2,2
16322,2,2,2,2
16323,3,2,2,2
16324,3,3,2,4
16325,3,4,4,3
16326,2,2,1,3
16327,3,3,2,3
16328,2,2,1,1
16329,3,2,2,2
16330,2,3,3,2
16331,4,3,2,1
16332,3,4,4,4
16333,4,3,2,1
16334,4,3,3,3
16335,0,0,1,1
16336,3,4,3,3
16337,2,3,3,3
16338,4,4,3,4
16339,4,4,4,4
16340,3,3,3,1
16341,2,3,3,2
16342,2,2,3,3
16343,4,4,3,3
16344,2,1,3,3
16345,2,2,3,4
16346,2,2,2,2
16347,4,4,4,4
16348,2,4,4,4
16349,4,3,4,4
16350,2,2,2,3
16351,2,1,3,1
16352,1,2,3,2
16353,1,2,1,1
16354,2,2,1,1
16355,1,1,1,1
16356,2,1,1,1
16357,1,1,1,1
16358,2,4,1,1
16359,1,3,4,1
16360,3,3,3,3
16361,1,1,1,1
16362,1,1,2,1
16363,4,4,2,2
16364,1,1,2,1
16365,4,3,4,3
16366,1,1,1,1
16367,2,2,2,2
16368,3,2,4,3
16369,2,2,3,3
16370,3,3,4,4
16371,2,2,2,1
16372,1,2,2,2
16373,3,2,2,2
16374,1,1,1,1
16375,2,3,2,4
16376,4,4,4,4
16377,1,1,1,1
16378,2,2,2,2
16379,3,1,1,2
16380,3,2,1,2
16381,2,2,2,2
16382,2,1,1,4
16383,1,1,2,2
16384,2,1,2,4
16385,2,4,4,4
16386,3,3,1,1
16387,1,1,1,1
16388,1,2,2,2
16389,2,2,3,3
16390,3,3,2,2
16391,3,3,2,3
16392,1,4,4,4
16393,1,1,2,2
16394,3,3,4,3
16395,2,2,2,2
16396,2,2,2,1
16397,3,3,3,3
16398,1,2,1,1
16399,3,3,4,4
16400,2,2,1,1
16401,2,2,3,4
16402,1,2,3,2
16403,2,3,2,3
16404,2,3,2,2
16405,1,3,3,4
16406,1,1,3,4
16407,2,3,3,3
16408,3,4,3,3
16409,3,4,3,4
16410,1,1,1,2
16411,3,3,3,3
16412,3,2,2,3
16413,1,2,2,3
16414,3,4,4,4
16415,2,2,3,2
16416,4,4,4,4
16417,1,2,1,2
16418,4,4,4,3
16419,1,2,1,2
16420,3,3,4,4
16421,1,2,2,1
16422,3,2,2,2
16423,4,3,3,4
16424,1,1,2,2
16425,4,4,4,4
16426,1,1,2,1
16427,3,3,1,2
16428,1,1,4,3
16429,2,2,2,2
16430,2,1,2,2
16431,3,3,4,4
16432,2,2,2,2
16433,3,3,2,3
16434,2,3,2,2
16435,2,2,2,2
16436,1,1,4,4
16437,2,2,1,2
16438,2,2,2,1
16439,3,2,2,1
16440,3,2,1,1
16441,2,2,3,2
16442,3,4,4,3
16443,1,1,2,2
16444,2,1,3,3
16445,2,3,3,3
16446,2,1,2,2
16447,1,2,2,2
16448,1,2,2,2
16449,2,3,1,2
16450,2,2,4,4
16451,3,2,3,3
16452,2,2,3,3
16453,2,2,4,4
16454,3,3,3,4
16455,1,1,1,1
16456,1,1,4,1
16457,1,2,2,2
16458,1,1,1,4
16459,4,4,1,1
16460,3,4,4,3
16461,2,2,1,2
16462,1,1,1,4
16463,3,2,3,1
16464,2,2,3,3
16465,2,2,3,4
16466,1,1,2,2
16467,3,4,3,3
16468,2,2,3,3
16469,3,3,3,2
16470,1,2,2,3
16471,2,2,2,3
16472,3,3,1,1
16473,4,4,2,1
16474,3,2,2,1
16475,3,3,3,2
16476,2,2,2,2
16477,2,3,1,3
16478,1,1,1,2
16479,3,3,3,1
16480,2,3,3,3
16481,1,3,4,3
16482,4,3,2,1
16483,2,3,2,2
16484,2,1,2,2
16485,2,2,2,2
16486,3,2,2,1
16487,1,3,3,1
16488,2,2,2,2
16489,3,3,2,3
16490,1,1,2,1
16491,3,3,2,3
16492,3,3,3,4
16493,4,3,3,1
16494,4,2,4,4
16495,2,3,3,3
16496,1,3,4,4
16497,4,4,2,2
16498,2,2,2,3
16499,2,2,2,2
16500,2,2,2,2
16501,4,4,4,4
16502,2,2,2,2
16503,3,3,4,4
16504,3,3,3,2
16505,2,4,3,3
16506,3,2,2,3
16507,1,2,4,4
16508,2,3,3,2
16509,2,2,3,3
16510,3,2,2,1
16511,3,3,2,1
16512,2,1,2,1
16513,2,2,2,2
16514,1,1,1,2
16515,2,2,3,3
16516,3,3,3,3
16517,2,2,2,1
16518,2,2,1,2
16519,2,2,3,2
16520,2,2,1,1
16521,4,3,2,1
16522,2,2,1,1
16523,2,3,4,3
16524,4,4,4,4
16525,1,1,2,2
16526,2,2,3,4
16527,3,3,4,4
16528,2,2,2,2
16529,1,1,2,4
16530,2,2,3,2
16531,2,2,2,2
16532,1,1,3,4
16533,2,1,2,4
16534,3,3,3,2
16535,1,2,1,2
16536,2,2,2,3
16537,1,1,2,2
16538,2,3,3,2
16539,3,3,3,4
16540,1,4,3,1
16541,2,2,3,3
16542,3,4,3,2
16543,1,1,1,1
16544,1,1,1,1
16545,2,2,2,2
16546,1,2,3,2
16547,2,2,3,3
16548,2,2,2,2
16549,2,3,2,3
16550,1,1,1,2
16551,2,3,3,1
16552,1,4,3,1
16553,3,3,3,3
16554,1,3,4,3
16555,2,1,2,2
16556,1,4,3,2
16557,3,2,1,2
16558,3,3,3,4
16559,3,3,3,2
16560,2,2,3,4
16561,3,3,3,3
16562,2,1,2,2
16563,3,3,3,3
16564,1,2,3,3
16565,2,2,2,2
16566,1,2,1,3
16567,3,3,2,3
16568,2,1,2,2
16569,3,3,3,3
16570,1,1,1,1
16571,2,2,2,2
16572,2,2,3,2
16573,2,2,2,2
16574,2,2,2,1
16575,0,0,1,4
16576,4,4,4,4
16577,4,4,4,1
16578,2,2,1,2
16579,2,3,3,2
16580,2,2,2,1
16581,4,4,2,2
16582,2,3,2,2
16583,4,2,2,1
16584,3,3,3,4
16585,2,2,2,2
16586,3,3,2,4
16587,4,3,2,2
16588,4,4,4,4
16589,3,3,3,3
16590,2,2,2,2
16591,2,2,2,3
16592,3,4,3,4
16593,2,3,3,2
16594,3,4,4,1
16595,2,2,2,2
16596,3,2,1,1
16597,2,2,3,3
16598,2,3,2,4
16599,1,2,3,3
16600,1,2,4,2
16601,2,2,3,2
16602,2,2,2,4
16603,2,2,3,4
16604,1,4,4,2
16605,1,2,1,2
16606,2,1,1,1
16607,2,2,2,2
16608,1,2,3,3
16609,1,1,1,2
16610,1,2,3,4
16611,1,1,2,2
16612,2,2,3,3
16613,1,1,1,2
16614,1,2,2,2
16615,1,1,1,1
16616,4,3,3,2
16617,2,3,2,1
16618,2,2,2,3
16619,1,1,1,1
16620,1,2,1,2
16621,3,3,3,4
16622,2,2,2,1
16623,2,3,3,2
16624,2,2,3,3
16625,3,3,2,2
16626,1,1,1,1
16627,3,3,3,2
16628,2,2,2,1
16629,2,2,2,2
16630,1,2,4,4
16631,2,2,3,4
16632,2,2,3,3
16633,1,2,2,1
16634,2,1,2,2
16635,4,4,4,2
16636,2,3,4,4
16637,2,2,3,3
16638,2,3,2,4
16639,2,2,2,2
16640,2,2,2,2
16641,2,2,2,3
16642,1,1,3,2
16643,2,2,2,2
16644,1,1,2,2
16645,1,1,1,1
16646,2,1,1,2
16647,2,2,1,1
16648,3,4,4,4
16649,1,1,1,2
16650,1,1,2,2
16651,1,2,2,2
16652,2,2,2,2
16653,2,2,2,2
16654,1,3,2,2
16655,3,3,2,2
16656,1,2,2,1
16657,3,2,2,1
16658,2,3,3,4
16659,2,2,3,3
16660,3,4,4,3
16661,2,2,2,3
16662,1,1,1,2
16663,1,3,3,3
16664,1,1,1,1
16665,2,2,2,2
16666,1,1,1,1
16667,1,2,2,2
16668,4,3,1,1
16669,2,2,2,2
16670,2,2,2,2
16671,1,2,2,1
16672,3,4,2,1
16673,3,3,3,2
16674,4,4,4,4
16675,2,1,2,2
16676,2,3,2,2
16677,1,2,1,2
16678,1,1,1,1
16679,1,2,3,2
16680,1,2,2,2
16681,1,1,1,1
16682,3,2,2,2
16683,1,1,2,3
16684,1,2,1,2
16685,2,2,3,2
16686,2,1,1,3
16687,4,4,4,4
16688,2,1,1,1
16689,2,2,2,1
16690,3,2,1,3
16691,2,2,1,1
16692,2,2,2,2
16693,3,3,3,1
16694,2,2,2,3
16695,1,1,2,3
16696,2,2,2,3
16697,2,2,2,2
16698,1,2,4,4
16699,2,2,2,4
16700,4,4,2,1
16701,2,4,4,4
16702,2,2,2,2
16703,3,2,4,4
16704,1,2,2,2
16705,1,1,2,2
16706,1,4,3,2
16707,4,4,3,1
16708,1,1,1,1
16709,2,2,3,3
16710,1,1,2,3
16711,4,4,2,1
16712,3,3,3,2
16713,2,1,1,1
16714,1,1,1,1
16715,3,2,3,2
16716,1,2,4,2
16717,1,2,4,3
16718,3,2,3,2
16719,1,2,1,2
16720,2,2,2,2
16721,4,3,2,2
16722,1,1,2,3
16723,2,3,2,2
16724,1,2,3,3
16725,1,1,2,2
16726,1,1,2,4
16727,3,2,4,1
16728,1,2,2,1
16729,2,2,2,3
16730,4,4,4,4
16731,1,3,3,4
16732,3,3,3,2
16733,2,3,2,3
16734,2,2,2,3
16735,2,3,3,3
16736,1,2,2,2
16737,4,4,4,4
16738,1,1,1,1
16739,4,2,1,3
16740,2,2,2,3
16741,4,4,1,1
16742,2,2,1,1
16743,3,3,3,3
16744,3,3,2,2
16745,2,3,4,4
16746,1,1,1,1
16747,1,1,4,4
16748,2,4,3,2
16749,2,2,3,3
16750,3,3,3,2
16751,3,3,1,1
16752,1,1,4,4
16753,3,3,2,3
16754,4,3,3,3
16755,2,3,1,1
16756,1,1,1,2
16757,3,4,1,2
16758,3,4,4,3
16759,2,2,1,1
16760,3,3,3,3
16761,1,2,3,2
16762,1,1,1,1
16763,1,1,2,1
16764,2,2,2,3
16765,4,2,4,3
16766,4,4,2,2
16767,4,4,4,4
16768,2,3,3,3
16769,1,4,4,4
16770,1,2,2,1
16771,4,4,4,4
16772,4,4,4,4
16773,3,3,2,1
16774,4,4,3,4
16775,1,3,2,4
16776,4,3,4,3
16777,2,2,1,1
16778,1,1,1,1
16779,3,2,3,3
16780,1,2,2,2
16781,1,3,1,2
16782,3,4,3,2
16783,1,1,1,2
16784,3,3,3,3
16785,1,2,4,4
16786,2,2,2,3
16787,1,2,1,2
16788,2,3,1,2
16789,1,1,3,2
16790,2,4,2,3
16791,2,2,2,3
16792,1,1,1,4
16793,2,3,2,3
16794,2,2,2,1
16795,1,1,1,1
16796,2,2,2,3
16797,2,3,3,4
16798,1,3,3,4
16799,1,1,1,1
16800,3,3,3,3
16801,2,3,1,2
16802,1,1,1,2
16803,4,4,4,4
16804,2,1,2,1
16805,2,1,2,1
16806,3,2,2,1
16807,1,2,1,1
16808,1,1,3,4
16809,4,2,1,1
16810,4,3,3,3
16811,2,3,1,1
16812,4,4,4,4
16813,2,3,3,3
16814,1,3,3,3
16815,4,4,4,4
16816,4,4,4,4
16817,2,2,1,4
16818,2,1,1,2
16819,1,1,1,1
16820,2,2,2,2
16821,1,1,1,1
16822,1,2,2,4
16823,1,2,4,3
16824,2,2,2,2
16825,1,1,1,1
16826,3,3,4,3
16827,2,2,2,1
16828,3,3,3,4
16829,2,2,1,2
16830,2,2,2,2
16831,2,2,2,2
16832,1,4,4,4
16833,2,2,3,4
16834,2,3,3,3
16835,1,1,2,2
16836,2,2,1,1
16837,0,0,1,1
16838,2,2,2,3
16839,1,1,1,1
16840,2,3,3,3
