소분류코드,소분류명
C170339,기타이미용가전
C170340,전기밥솥
C170341,오븐/전자레인지
C170342,인덕션/가스레인지
C170343,블랜더
C170344,토스터/제빵기
C170345,요구르트/청국장제조기
C170346,기타주방가전
C170347,리모컨/액세서리
C170348,소형디지털가전액세서리
C170349,저장장치
C170350,키보드
C170351,마우스
C170352,스피커
C170353,공유기
C170354,기타컴퓨터액세서리
C170355,건강마스크
C170356,녹즙기/원액기
C170357,체중계/신장계
C170401,기타남성의류세트
C170402,여성팬티
C170403,여성런닝셔츠/캐미솔
C170404,여성내의
C170405,남성팬티
C170406,남성런닝셔츠
C170407,남성내의
C170408,여성실내복
C170409,남성실내복
C170410,여성일반양말
C170411,여성수면양말
C170412,여성덧신류
C170413,스타킹
C170414,여성타이즈
C170415,여성양말선물세트
C170416,남성일반양말
C170417,남성양말선물세트
C170418,남여속옷세트
C170419,남여양말세트
C170420,남성슬리퍼
C170421,유아동슬리퍼
C170422,기타여행용가방
C170423,남성벨트
C170424,여성장갑
C170425,남성장갑
C170426,기타모자
C170427,여성헤어액세서리
C170428,장우산
C170429,3단우산
C170430,2단우산
C170431,아동우산
C170432,일회용우산
C170433,양산
C170434,우비
C170435,기타패션잡화
C170436,침대
C170437,선반장/행거
C170438,성인이불/이불커버
C170501,원예공구/살수용품
C170502,애견사료
C170503,애견간식
C170504,애견목욕/위생용품
C170505,애견배변용품
C170506,애견장난감/훈련
C170507,고양이사료
C170508,고양이간식
C170509,고양이모래/배변용품
C170510,관상어용품
C170511,관상조용품
C170512,곤충용품
C170513,설치류용품
C170514,와이퍼
C170515,오일/첨가제
C170516,기타자동차정비용품
C170517,차량용충전기
C170518,스노우체인
C170519,제설용품
C170520,세차도구
C170521,세차수건
C170522,워셔액
C170523,차량용방향/제취제
C170524,실내액세서리편의용품
C170525,실외액세서리편의용품
C170526,기타야구용품
C170527,기타축구용품
C170528,기타농구용품
C170529,기타테니스용품
C170530,기타탁구용품
C170531,기타배드민턴용품
C170532,미니벨로
C170533,기타등산용품
C170534,기타캠핑용품
C170535,손난로/핫팩
C170601,연필
C170602,볼펜
C170603,매직/보드마카
C170604,형광펜
C170605,샤프/샤프심
C170606,필통
C170607,수정용품
C170608,물감
C170609,색연필
C170610,채색도구
C170611,스케치북
C170612,도화지/미술용지
C170613,색종이
C170614,조각/만들기용품
C170615,다이어리
C170616,수첩메모
C170617,일반노트
C170618,초등노트
C170619,자석놀이
C170620,테이프
C170621,풀
C170622,스테이플러
C170623,집게/클립
C170624,칼/가위
C170625,자/제도용품
C170626,전자계산기
C170627,싸인물/자석/압핀
C170628,보드류
C170629,파일/바인더
C170630,서류정리용품
C170631,기타일반문구/사무용품
C170632,포스트잇
C170633,견출지/분류스티커
C170634,봉투류
C170635,서식지
C170636,복사용지
C170637,패션스티커
C170638,편지지/편지봉투
C170639,카드
C170640,포장용품
C170641,쇼핑백
C170642,파티장식/소품
C170643,풍선
C170644,화투/카드
C170645,기타파티/팬시용품
C170646,유아서적
C170647,아동서적
C170648,일반서적
C170649,보드게임
C170650,일반교육완구
C170651,자연/과학완구
C170652,음악/악기완구
C170653,미술/창작완구
C170654,스포츠완구
C170655,실외놀이완구
C170656,물놀이용품
C170657,미니자동차
C170658,피규어
C170659,무선조종
C170660,콜렉션인형
C170661,여아드레스및소품
C170662,역할놀이
C170663,DIY완구
C170664,기타물놀이용품
C170665,목욕용장난감
C170701,생활잡화균일가
D010101,스킨/토너
D010102,미스트
D010103,에멀젼/로션
D010104,에센스/세럼
D010105,아이케어
D010106,크림/밤/오일
D010107,스킨케어세트
D010201,선크림류
D010202,태닝/애프터선케어
D010301,페이셜클렌저
D010401,페이셜팩류
D010501,남성용면도기/날
D010502,쉐이빙폼/젤
D010503,클래식면도용품
D010504,남성용클렌저
D010505,남성용스킨케어류
D010506,남성스킨케어세트
D010507,남성용선크림/메이크업류
D010601,유아용화장품
D010602,기저귀크림/파우더
D010603,유아용샴푸/바디워시
D010604,유아목욕용품
D020101,샴푸
D020102,린스/컨디셔너
D020103,트리트먼트/팩
D020104,헤어에센스
D020105,헤어스프레이
D020106,헤어무스/젤
D020107,헤어왁스
D020108,염모제
D020201,바디워시
D020202,바디보습
D020203,입욕제/스파제품
D020204,바디케어세트
D020205,바디슬리밍/리프팅
D020206,제모용품
D020207,데오도란트
D020301,핸드워시/손세정제
D020302,핸드로션/크림
D020303,풋케어
D020304,풋케어도구
D020401,치약
D020402,칫솔
D020403,전동칫솔/칫솔모
D020404,구강청정제
D020405,기타구강관리용품
D020406,치약/칫솔세트
D020501,생리대
D020502,탐폰
D020503,팬티라이너
D020504,여성세정제
D030101,웨이트기구
D030102,기타피트니스기구
D030103,기타건강측정용품
D030201,종합영양제
D030202,일반비타민
D030203,기타영양제
D030204,운동보조식품
D030205,다이어트보조식품
D030206,미용보조식품
D030207,건강보조식품세트
D030301,안전상비의약외품
D030302,콘돔
D030303,건강마스크
D030304,밴드류
D030305,렌즈관리용품
D030306,온/냉찜질용품
D040101,기타견과류
D040102,일반시리얼
D040103,즉석스프
D040104,기타레토르트
D040105,일반껌
D040106,하드캔디
D040107,판초콜릿
D040108,일반스낵
D040109,쿠키
D040110,파이
D040111,바아이스크림
D040112,컵아이스크림
D040201,생수
D040202,탄산수
D040203,콜라
D040204,혼합탄산
D040205,스포츠음료
D040206,비타민/에너지음료
D040207,한방음료
D040208,숙취해소음료
D040209,기타기능성음료
D040210,과일음료
D040211,채소음료
D040212,과채혼합음료
D040213,일반차음료
D040214,전통차음료
D040215,커피음료
D040216,일반두유
D040217,믹스커피
D040218,식수용차
D040219,녹차/홍차
D040220,허브/꽃차
D040221,전통/한방차
D040222,코코아
D040223,아이스티
D050101,롤티슈
D050102,각티슈/미용티슈
D050103,물티슈
D050201,방향제
D050202,제습제
D050203,차량용방향/제취제
D050204,향초
D050205,디퓨저
D050301,헤어드라이어
D050302,헤어세팅기
D060101,여성헤어액세서리
D060102,기름종이
D060103,메탈미용소도구
D060104,속눈썹/쌍꺼풀
D060105,메이크업브러쉬
D060106,스폰지/퍼프
D060107,네일케어도구
D060108,면봉/화장솜
D060109,미용거울
D060201,여성덧신류
D060202,스타킹
D060203,여성타이즈
D060301,장우산
D060302,우비
D060401,기타파티/팬시용품
D060501,건전지
D060502,이어폰/헤드폰
D060601,보안용품
D060701,여행용소품
D060801,손난로/핫팩
D070101,여성향수
D070201,남성향수
D080101,메이크업베이스/프라이머
D080102,BB/파운데이션/컴팩트류
D080103,블러셔/쉐이딩/하이라이터
D080201,아이라이너
D080202,아이브로우
D080203,마스카라
D080204,아이섀도우
D080205,메이크업세트
D080301,립스틱/립라이너
D080302,립글로즈/틴트
D080401,일반네일/케어류
