,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,변동계수
14992,8,8,8,7,5,5,7,5.0814814814814815
14993,8,6,5,5,4,5,6,4.3858267716535435
14994,5,9,3,4,5,3,3,2.1255813953488376
14995,3,6,3,8,2,5,3,2.0046728971962615
14996,9,9,9,10,10,10,9,17.79245283018868
14997,5,3,3,4,4,3,3,4.518987341772151
14998,5,6,8,6,6,5,6,6.0
14999,6,6,6,6,6,7,5,10.344827586206897
15000,7,9,7,5,6,9,9,4.586419753086419
15001,7,5,4,5,5,6,5,5.568421052631579
15002,8,4,2,1,1,1,1,0.9734848484848484
15003,3,8,6,7,8,10,9,3.1834061135371177
15004,6,7,8,10,9,8,8,6.201550387596899
15005,6,9,3,4,4,3,3,2.04932735426009
15006,7,7,7,7,9,6,5,5.669421487603306
15007,10,10,9,10,10,7,4,3.7260869565217396
15008,9,5,6,6,6,8,4,3.7
15009,1,1,1,1,2,1,2,2.63265306122449
15010,10,9,6,5,5,10,10,3.2614107883817427
15011,8,9,9,8,6,8,7,7.345794392523365
15012,8,5,6,5,5,8,9,3.8197674418604652
15013,9,8,4,6,8,6,8,4.046242774566474
15014,4,4,7,1,4,3,3,2.061111111111111
15015,9,9,8,6,7,8,9,6.9565217391304355
15016,2,4,4,6,5,4,3,3.1007751937984493
15017,8,10,8,7,6,8,6,5.4071428571428575
15018,10,10,10,10,10,10,10,0.0
15019,5,4,4,3,4,5,7,3.598425196850394
15020,4,5,5,7,6,5,4,4.803738317757008
15021,6,7,7,4,8,7,9,4.369426751592357
15022,5,6,8,8,8,10,9,4.535294117647059
15023,8,9,5,9,8,10,9,5.1812499999999995
15024,4,3,3,4,3,7,5,2.835616438356164
15025,4,4,7,5,7,9,10,2.7721518987341773
15026,7,8,8,10,10,10,10,6.976744186046512
15027,7,6,7,7,9,8,7,7.673684210526316
15028,9,7,10,9,10,10,10,8.369369369369368
15029,8,9,10,9,8,10,7,7.846846846846847
15030,10,10,2,4,4,3,3,1.5162241887905603
15031,7,6,6,5,7,9,8,5.0814814814814815
15032,6,2,1,4,3,4,4,2.117283950617284
15033,9,10,10,10,10,10,9,19.816326530612248
15034,10,8,8,10,8,8,8,8.744897959183675
15035,4,5,4,8,4,5,6,3.5205479452054793
15036,9,10,10,8,6,10,10,5.88235294117647
15037,8,7,7,8,8,7,7,14.018867924528301
15038,10,9,10,10,10,10,10,25.94736842105263
15039,1,1,1,1,2,2,4,1.5405405405405403
15040,3,1,2,1,9,2,1,0.9442508710801393
15041,5,7,6,6,7,5,7,6.822222222222222
15042,9,7,10,10,9,9,8,8.2803738317757
15043,8,7,8,6,9,9,9,6.9565217391304355
15044,6,4,8,5,8,3,7,3.0051282051282056
15045,7,8,9,7,8,8,9,9.75609756097561
15046,10,10,9,9,9,8,8,10.975609756097562
15047,3,4,5,4,6,6,4,4.04424778761062
15048,9,10,8,8,7,7,8,7.607476635514018
15049,6,10,8,7,9,9,6,5.006369426751593
15050,4,5,5,5,3,8,8,2.857894736842105
15051,9,5,8,8,10,9,8,5.1847133757961785
15052,4,3,2,2,2,2,1,2.4105263157894736
15053,5,5,4,6,6,6,6,6.873417721518987
15054,10,10,10,9,9,10,7,8.369369369369368
15055,9,5,8,2,8,6,4,2.380952380952381
15056,8,8,10,10,10,8,8,8.2803738317757
15057,7,8,7,8,8,9,9,9.75609756097561
15058,9,5,4,3,4,3,7,2.2321428571428568
15059,7,10,9,7,6,7,8,5.586956521739131
15060,4,5,10,6,8,10,10,2.945525291828794
15061,5,5,6,6,5,5,4,7.449275362318841
15062,2,6,1,6,1,1,5,1.3029045643153527
15063,3,4,3,3,3,5,4,4.518987341772151
15064,5,8,7,9,9,10,8,4.9079754601226995
15065,10,10,10,10,10,10,10,0.0
15066,9,10,8,9,9,9,10,13.246376811594205
15067,3,3,3,6,10,6,3,1.8202247191011238
15068,5,5,4,4,5,3,4,5.644736842105263
15069,7,6,7,6,8,7,10,5.282608695652175
15070,7,8,7,8,10,10,6,5.228758169934641
15071,4,5,7,4,7,8,8,3.468926553672316
15072,6,7,7,5,7,4,6,5.217391304347826
15073,7,8,10,10,9,6,5,4.030769230769231
15074,2,6,7,2,3,4,6,2.0825242718446604
15075,6,8,7,8,7,9,9,6.945945945945946
15076,6,4,6,6,10,10,9,3.0889830508474576
15077,9,9,10,10,9,10,10,18.056603773584904
15078,7,8,6,9,8,8,8,8.115789473684211
15079,10,10,9,5,9,9,6,4.186868686868687
15080,2,2,2,1,1,1,1,2.6981132075471694
15081,8,8,7,8,9,10,10,7.584070796460178
15082,9,9,10,10,9,7,10,8.542056074766355
15083,5,5,5,5,4,6,9,3.4382716049382718
15084,2,2,2,2,2,2,2,0.0
15085,3,4,3,3,4,3,2,4.55072463768116
15086,3,2,3,4,5,3,3,3.463157894736842
15087,3,2,3,4,2,2,3,3.5657894736842106
15088,6,7,7,8,7,8,6,8.536585365853659
15089,9,10,9,9,10,8,8,10.975609756097562
15090,6,9,4,6,5,4,1,2.0408163265306123
15091,8,10,9,9,8,8,8,10.848101265822784
15092,1,1,1,2,1,1,2,2.63265306122449
15093,8,7,6,6,8,9,10,5.14
15094,6,4,5,4,3,4,4,4.515789473684211
15095,7,5,7,7,6,6,5,6.822222222222222
15096,9,8,5,8,7,7,4,3.8757062146892656
15097,5,6,8,10,4,10,10,2.945525291828794
15098,9,10,9,9,10,7,9,9.0
15099,4,7,8,9,6,8,7,4.294478527607362
15100,7,2,1,1,1,1,1,0.8928571428571428
15101,10,10,7,9,10,8,7,6.311594202898552
15102,2,2,3,1,1,1,3,2.066666666666667
15103,6,4,4,4,2,5,3,3.1007751937984493
15104,1,1,3,2,1,3,2,2.066666666666667
15105,4,1,10,10,10,1,1,1.1651982378854626
15106,8,8,8,9,9,7,6,7.345794392523365
15107,8,8,7,7,8,7,7,14.018867924528301
15108,5,2,4,3,3,2,3,2.9345794392523366
15109,3,4,5,8,3,10,10,1.961661341853035
15110,3,5,4,4,4,2,4,3.905263157894737
15111,2,1,2,1,1,1,1,2.63265306122449
15112,10,10,9,9,8,7,9,8.2803738317757
15113,5,6,7,7,5,5,6,6.511111111111111
15114,10,8,8,7,7,7,6,5.960629921259843
15115,1,1,2,2,2,5,2,1.5851851851851853
15116,7,8,10,8,7,8,8,8.0
15117,8,8,8,8,6,7,5,5.900826446280992
15118,3,4,6,5,2,3,3,2.6884057971014497
15119,1,7,2,4,1,10,10,1.25
15120,10,10,8,5,4,6,4,2.5513307984790874
15121,10,10,10,10,10,10,10,0.0
15122,4,3,8,2,2,2,2,1.48868778280543
15123,9,9,7,6,6,5,2,2.5884773662551437
15124,10,10,10,10,10,10,10,0.0
15125,7,7,9,4,5,10,10,3.135021097046413
15126,8,7,7,8,7,8,6,9.592105263157894
15127,9,9,5,7,5,5,6,3.6298342541436464
15128,9,10,9,10,8,10,10,11.936708860759493
15129,3,2,4,2,4,4,5,3.035398230088496
15130,4,3,4,5,5,6,6,4.243243243243243
15131,1,1,1,2,1,2,1,2.63265306122449
15132,5,6,7,4,7,8,4,3.732484076433121
15133,9,9,10,10,10,9,9,17.79245283018868
15134,7,5,3,6,5,5,4,3.875968992248062
15135,4,5,5,4,6,4,4,5.784810126582278
15136,9,3,6,5,4,5,8,2.6682242990654204
15137,10,7,9,9,6,7,8,5.673758865248227
15138,4,4,6,9,8,9,9,3.0303030303030303
15139,10,6,4,4,3,3,3,1.83984375
15140,8,8,8,9,9,8,8,16.918367346938773
15141,10,1,1,1,1,1,1,0.6735294117647059
15142,10,9,10,10,10,9,10,19.816326530612248
15143,9,9,8,8,9,10,9,12.840579710144928
15144,8,4,4,3,9,10,2,1.7843749999999998
15145,5,6,4,3,4,5,2,3.0666666666666664
15146,3,2,4,2,3,3,3,4.144927536231884
15147,8,8,8,8,8,7,6,9.582278481012658
15148,8,8,6,6,5,7,6,5.814159292035399
15149,10,8,9,10,9,8,8,9.844444444444443
15150,9,10,10,10,10,9,10,19.816326530612248
15151,2,3,3,3,1,3,4,2.8526315789473684
15152,7,8,7,7,9,8,6,7.581632653061225
15153,5,7,7,6,5,8,5,5.074380165289256
15154,7,9,4,5,4,6,4,2.9315789473684215
15155,7,6,7,8,7,6,8,8.536585365853659
15156,10,10,9,4,4,4,3,1.965625
15157,8,9,7,8,8,9,10,8.60204081632653
15158,7,8,8,9,8,9,8,11.797101449275363
15159,8,8,8,9,8,8,8,21.42105263157895
15160,3,3,5,3,5,2,4,3.1592920353982303
15161,5,5,6,5,6,8,9,3.93125
15162,5,4,5,5,6,6,3,4.542056074766355
15163,8,5,4,6,6,5,5,4.3858267716535435
15164,10,10,9,9,7,5,6,4.0
15165,10,9,10,10,10,10,10,25.94736842105263
15166,3,3,3,3,3,4,6,3.1592920353982303
15167,8,6,7,9,9,8,9,6.9565217391304355
15168,6,6,5,8,3,4,3,2.73224043715847
15169,10,10,10,10,9,10,10,25.94736842105263
15170,10,7,9,10,10,5,10,4.3989898989899
15171,3,7,6,6,5,6,4,3.8333333333333335
15172,2,2,3,3,3,3,2,4.849056603773584
15173,7,8,9,9,9,8,9,10.670886075949367
15174,8,9,9,8,9,8,8,15.905660377358489
15175,8,5,3,6,5,3,5,2.8901734104046244
15176,10,10,4,10,10,10,10,4.026431718061675
15177,6,6,7,6,7,5,4,5.4766355140186915
15178,5,5,5,7,8,7,5,4.651162790697675
15179,3,3,4,7,5,4,5,3.164285714285714
15180,9,10,10,9,8,8,5,4.901162790697675
15181,7,8,7,7,8,7,10,6.945945945945946
15182,9,9,10,9,10,10,10,18.056603773584904
15183,2,3,2,1,1,1,1,1.9873417721518987
15184,8,6,6,6,6,6,9,5.368
15185,5,4,4,4,4,9,10,2.1711026615969584
15186,7,5,3,6,6,4,5,3.807407407407407
15187,10,9,7,6,7,9,9,5.575342465753425
15188,10,10,10,10,8,6,5,3.9209302325581397
15189,8,8,8,10,10,9,8,9.16842105263158
15190,4,7,6,6,6,6,5,6.010526315789474
15191,8,9,7,8,7,10,7,6.9565217391304355
15192,8,7,9,9,9,9,10,9.16842105263158
15193,10,10,9,10,10,10,10,25.94736842105263
15194,10,9,9,8,10,10,9,12.223684210526315
15195,7,5,8,6,7,7,8,6.411214953271028
15196,7,7,7,5,5,6,7,6.621052631578948
15197,7,7,2,3,3,4,5,2.2261306532663316
15198,4,7,8,7,8,9,8,4.5562499999999995
15199,4,2,5,3,2,1,2,1.963768115942029
15200,8,7,7,8,9,9,7,8.733333333333334
15201,8,6,9,10,6,6,6,4.288235294117647
15202,9,7,9,9,8,7,8,9.044444444444444
15203,8,8,7,9,9,8,9,10.907894736842104
15204,2,1,2,1,2,2,2,3.489795918367347
15205,7,8,7,8,8,8,8,15.73469387755102
15206,7,6,6,7,8,5,7,6.704081632653062
15207,7,7,5,5,6,7,7,6.621052631578948
15208,3,10,7,10,10,10,5,2.7010309278350517
15209,10,10,10,10,10,6,8,5.821656050955414
15210,7,5,4,6,6,8,5,4.340740740740741
15211,7,4,4,4,5,4,7,3.546099290780142
15212,4,3,5,4,6,3,2,2.859259259259259
15213,3,2,4,6,4,4,3,2.968
15214,10,10,9,10,10,8,10,12.113924050632912
15215,8,9,7,9,7,8,8,9.75609756097561
15216,9,9,9,10,7,10,10,8.542056074766355
15217,1,1,1,1,1,1,1,0.0
15218,7,8,5,5,7,7,5,5.032
15219,7,8,9,8,10,10,10,7.322314049586777
15220,4,3,4,6,4,4,7,3.2642857142857147
15221,6,6,6,6,8,5,3,3.8066666666666666
15222,5,7,6,9,7,7,6,5.368
15223,10,6,8,9,10,10,10,5.88235294117647
15224,7,6,9,7,9,7,9,6.168
15225,3,5,2,4,4,4,3,3.642857142857143
15226,6,5,5,4,4,4,3,4.520408163265306
15227,3,3,2,5,3,2,2,2.672897196261682
15228,9,7,9,8,9,8,8,10.907894736842104
15229,6,7,6,8,5,8,6,5.814159292035399
15230,1,1,1,1,4,2,1,1.3893805309734515
15231,8,9,9,10,9,8,9,12.840579710144928
15232,5,4,4,5,5,7,8,3.596026490066225
15233,1,2,1,2,2,5,5,1.494186046511628
15234,8,10,9,10,10,10,9,11.936708860759493
15235,7,5,5,5,4,4,3,3.768
15236,5,8,6,9,7,4,5,3.4944444444444445
15237,8,8,7,9,10,9,6,6.029629629629629
15238,5,3,2,3,2,4,3,2.9345794392523366
15239,5,10,10,10,8,9,10,4.763440860215053
15240,9,8,6,10,10,10,10,5.88235294117647
15241,5,4,5,5,6,7,5,5.568421052631579
15242,5,10,7,10,9,9,4,3.1728395061728394
15243,8,9,8,9,9,9,8,16.169811320754718
15244,10,9,10,10,10,9,8,11.936708860759493
15245,7,8,8,8,3,3,3,2.23046875
15246,1,1,1,1,1,2,1,2.9999999999999996
15247,9,6,7,8,7,6,5,5.0814814814814815
15248,4,1,1,2,1,2,2,1.7383177570093458
15249,6,7,4,5,4,4,7,3.8333333333333335
15250,1,2,1,3,3,3,3,2.4105263157894736
15251,10,5,4,5,5,4,5,2.6231884057971016
15252,3,3,3,3,3,3,3,0.0
15253,3,4,3,3,3,3,3,8.263157894736842
15254,6,5,5,7,6,6,5,7.513157894736842
15255,8,8,9,9,9,6,9,7.468468468468467
15256,8,8,8,9,10,8,8,10.670886075949367
15257,2,2,2,2,2,2,10,1.0397350993377483
15258,6,7,6,9,10,10,10,4.386243386243386
15259,6,4,6,5,5,4,7,4.7657657657657655
15260,10,10,10,9,9,10,10,19.816326530612248
15261,8,4,4,5,6,4,4,3.2679738562091503
15262,10,4,8,9,7,6,6,3.5
15263,1,1,1,1,1,1,1,0.0
15264,10,8,9,8,10,9,9,10.975609756097562
15265,5,8,5,6,5,6,6,5.4766355140186915
15266,8,9,6,7,5,8,8,5.282608695652175
15267,6,5,5,4,5,4,3,4.663265306122449
15268,7,8,8,9,8,9,8,11.797101449275363
15269,9,9,10,9,9,9,8,15.517241379310345
15270,6,5,4,4,4,4,3,4.515789473684211
15271,8,9,8,9,8,10,9,11.460526315789474
15272,2,3,3,3,2,5,6,2.2715231788079473
15273,1,1,2,1,2,2,3,2.25
15274,10,10,10,10,10,10,10,0.0
15275,7,9,10,7,7,7,5,4.586419753086419
15276,8,5,10,10,7,7,8,4.440677966101695
15277,4,4,6,6,9,4,6,3.0773480662983426
15278,6,6,5,8,9,6,7,4.862318840579711
15279,7,6,7,6,7,5,6,8.276315789473685
15280,7,6,6,5,7,8,7,6.704081632653062
15281,3,3,7,4,3,1,2,1.740740740740741
15282,7,6,6,7,7,6,7,12.39622641509434
15283,9,10,8,7,10,10,9,7.82608695652174
15284,7,8,6,8,9,7,8,7.724489795918368
15285,9,7,9,6,9,9,4,3.804020100502513
15286,10,9,10,10,10,10,10,25.94736842105263
15287,2,2,2,2,2,2,1,4.894736842105264
15288,7,9,6,8,6,10,9,5.006369426751593
15289,6,8,6,7,9,6,9,5.282608695652175
15290,7,7,5,7,5,6,7,6.621052631578948
15291,6,10,10,9,5,6,4,2.879032258064516
15292,9,8,9,10,8,9,8,11.460526315789474
15293,6,8,7,7,6,7,7,9.942028985507248
15294,10,10,10,10,10,10,10,0.0
15295,5,5,4,6,8,7,5,4.13768115942029
15296,10,9,9,9,10,10,9,17.79245283018868
15297,7,7,8,8,6,6,6,7.622222222222223
15298,8,7,8,9,9,8,7,9.75609756097561
15299,8,8,6,6,6,6,4,4.557971014492754
15300,10,6,4,6,8,7,7,3.6881720430107525
15301,7,5,9,5,8,6,4,3.4944444444444445
15302,9,10,10,10,10,10,9,19.816326530612248
15303,6,7,9,6,10,8,8,5.14
15304,1,1,1,1,1,1,2,2.9999999999999996
15305,10,7,9,10,9,8,8,7.846846846846847
15306,7,7,9,5,6,6,6,5.1732283464566935
15307,10,10,10,10,10,8,10,12.776315789473685
15308,10,9,10,10,10,9,10,19.816326530612248
15309,1,2,2,2,6,2,2,1.5
15310,10,10,10,9,9,8,9,12.223684210526315
15311,4,6,5,8,3,7,7,3.172222222222222
15312,5,4,7,7,6,6,5,5.144144144144144
15313,2,6,3,1,2,2,2,1.5864197530864195
15314,5,9,6,9,6,3,9,2.843220338983051
15315,4,4,4,4,3,4,4,10.157894736842104
15316,10,10,10,9,6,7,7,4.901162790697675
15317,10,10,10,10,10,10,9,25.94736842105263
15318,9,9,10,9,10,9,9,18.959183673469386
15319,6,4,6,6,4,9,8,3.301075268817204
15320,4,4,4,5,4,4,5,8.755102040816327
15321,9,9,9,9,8,9,9,23.31578947368421
15322,5,7,8,10,7,6,7,4.547770700636942
15323,10,6,5,5,6,6,4,3.141361256544503
15324,4,6,6,5,7,9,8,3.738372093023256
15325,9,10,6,7,8,6,5,4.05
15326,1,1,1,2,1,1,1,2.9999999999999996
15327,10,10,10,10,10,10,10,0.0
15328,5,6,4,9,8,5,5,3.278688524590164
15329,6,6,10,8,6,9,7,4.586419753086419
15330,4,3,1,2,3,2,3,2.6224489795918364
15331,6,9,9,7,7,4,5,3.5502645502645502
15332,5,6,3,3,2,2,3,2.2715231788079473
15333,10,3,4,4,3,3,3,1.67578125
15334,7,7,6,5,6,6,5,7.317073170731708
15335,4,6,5,6,6,6,6,7.050632911392405
15336,1,1,2,1,1,2,2,2.6981132075471694
15337,4,9,9,3,2,3,10,1.6550724637681158
15338,2,2,2,2,1,2,2,4.894736842105264
15339,4,4,3,4,5,5,4,6.0
15340,7,7,9,8,8,8,8,11.391304347826088
15341,8,9,9,6,10,10,10,6.068493150684931
15342,1,1,2,1,1,1,1,2.9999999999999996
15343,3,5,3,6,5,4,4,3.8648648648648645
15344,8,9,9,9,9,8,9,17.775510204081634
15345,1,1,1,3,1,1,1,1.6973684210526316
15346,8,7,6,5,6,4,4,3.8066666666666666
15347,7,5,8,5,7,4,3,3.0773480662983426
15348,2,1,2,2,2,2,3,3.4482758620689657
15349,7,3,2,4,5,3,1,1.793969849246231
15350,5,2,4,3,2,2,2,2.3636363636363638
15351,1,1,1,1,1,1,2,2.9999999999999996
15352,2,1,1,1,10,1,1,0.7232142857142858
15353,3,2,2,4,4,1,3,2.4414414414414414
15354,9,9,9,9,10,9,8,15.517241379310345
15355,7,10,7,9,9,9,7,6.632
15356,1,1,1,1,1,1,1,0.0
15357,1,1,1,2,3,1,2,1.9873417721518987
15358,4,3,5,3,3,2,4,3.5000000000000004
15359,2,2,3,1,2,1,2,2.695652173913044
15360,2,1,3,3,3,3,1,2.4105263157894736
15361,9,7,10,10,6,8,6,4.624277456647399
15362,3,2,9,1,7,3,5,1.494773519163763
15363,1,2,3,2,5,2,2,1.9133858267716537
15364,7,8,8,7,7,6,6,8.536585365853659
15365,5,3,3,3,3,5,4,3.905263157894737
15366,1,2,3,2,3,1,1,2.066666666666667
15367,10,10,10,9,10,8,10,12.113924050632912
15368,10,10,9,9,10,9,8,12.223684210526315
15369,9,10,9,9,10,9,9,18.959183673469386
15370,2,3,2,1,1,1,1,1.9873417721518987
15371,7,7,7,8,7,7,8,14.877551020408164
15372,1,2,1,1,1,1,1,2.9999999999999996
15373,1,2,1,2,2,2,1,2.9622641509433962
15374,3,2,4,2,1,1,2,2.0
15375,6,8,8,8,7,4,7,4.698630136986302
15376,3,2,2,2,5,3,3,2.672897196261682
15377,4,4,5,5,8,8,6,3.3588235294117648
15378,10,10,10,9,8,4,7,3.7511312217194566
15379,1,1,1,2,2,2,1,2.6981132075471694
15380,3,3,3,3,4,3,4,6.714285714285714
15381,4,5,4,4,4,4,10,2.2321428571428568
15382,1,1,2,1,1,1,2,2.63265306122449
15383,1,1,1,1,1,2,8,0.8199233716475096
15384,4,2,1,1,1,2,2,1.7383177570093458
15385,4,4,3,5,5,3,4,4.878048780487805
15386,10,10,10,10,9,9,6,6.26027397260274
15387,3,4,7,5,5,5,6,3.875968992248062
15388,10,9,10,8,8,9,9,10.975609756097562
15389,2,1,3,3,2,3,4,2.6224489795918364
15390,7,7,5,8,9,7,9,5.307142857142857
15391,4,2,4,3,1,4,4,2.59504132231405
15392,2,2,8,3,2,4,4,1.6604651162790698
15393,9,9,10,10,10,10,10,19.816326530612248
15394,8,8,9,8,7,8,10,8.726315789473684
15395,2,1,2,2,2,1,1,2.9622641509433962
15396,6,7,10,7,6,9,8,5.013245033112583
15397,1,7,7,2,1,1,1,1.0035087719298246
15398,5,5,3,8,6,3,4,2.745762711864407
15399,3,2,2,3,2,5,4,2.608695652173913
15400,3,5,3,3,4,3,3,4.341772151898734
15401,6,6,6,5,5,5,6,10.50943396226415
15402,1,2,3,3,2,2,3,3.013157894736842
15403,2,1,7,7,7,5,6,1.9841269841269842
15404,5,6,5,5,6,8,6,5.4766355140186915
15405,8,6,5,5,4,4,6,3.8785714285714286
15406,4,5,5,10,7,6,7,3.176767676767677
15407,10,10,10,10,10,10,10,0.0
15408,8,7,8,8,8,6,6,7.673684210526316
15409,3,3,1,3,3,6,4,2.1933333333333334
15410,6,7,9,8,9,7,9,6.4958677685950414
15411,10,10,10,10,10,9,8,12.113924050632912
15412,6,7,9,7,6,9,5,4.57516339869281
15413,2,2,2,2,2,2,2,0.0
15414,9,6,6,5,5,5,5,4.013698630136987
15415,4,8,6,8,8,6,7,4.473333333333334
15416,4,4,4,4,5,7,7,3.546099290780142
15417,6,7,8,7,6,6,7,8.828947368421053
15418,9,7,8,10,8,7,9,7.468468468468467
15419,1,1,1,1,1,1,2,2.9999999999999996
15420,7,4,8,7,10,7,7,4.033898305084746
15421,1,1,1,1,1,1,1,0.0
15422,9,8,7,8,9,8,7,9.75609756097561
15423,4,3,3,2,3,3,4,4.55072463768116
15424,6,9,7,7,7,6,8,6.672897196261681
15425,5,3,7,7,7,7,7,3.9108280254777066
15426,8,8,9,7,7,7,7,9.582278481012658
15427,7,10,9,9,7,8,8,7.468468468468467
15428,7,4,2,6,6,4,8,2.5679611650485437
15429,2,2,4,4,4,5,4,3.1592920353982303
15430,6,3,7,4,6,6,7,3.6887417218543046
15431,10,10,10,10,10,10,10,0.0
15432,4,3,3,5,5,8,6,2.745762711864407
15433,6,6,5,8,7,7,7,6.704081632653062
15434,10,10,10,10,10,10,10,0.0
15435,10,3,4,5,5,4,4,2.1645021645021645
15436,2,1,2,1,2,5,2,1.5851851851851853
15437,10,10,6,8,10,10,9,5.88235294117647
15438,8,7,6,7,6,5,5,5.666666666666666
15439,6,9,7,8,7,7,8,7.581632653061225
15440,10,6,7,8,8,8,9,6.201550387596899
15441,8,9,9,9,10,10,10,12.223684210526315
15442,8,7,8,8,8,8,8,20.68421052631579
15443,4,4,5,5,6,5,5,7.043478260869566
15444,7,9,8,7,8,10,9,7.468468468468467
15445,7,6,6,7,6,6,6,12.83673469387755
15446,8,9,9,9,7,8,7,9.044444444444444
15447,7,5,7,4,8,8,7,4.3509933774834435
15448,3,3,5,3,6,7,8,2.4038461538461537
15449,8,7,7,10,6,8,7,5.960629921259843
15450,4,5,3,5,10,6,6,2.4977578475336326
15451,5,6,7,7,7,7,6,8.139240506329113
15452,3,3,3,3,3,3,6,3.035398230088496
15453,5,10,6,6,4,5,7,3.1487179487179486
15454,5,5,5,8,7,6,7,5.074380165289256
15455,9,10,10,10,7,8,6,5.290123456790123
15456,3,3,4,4,7,5,9,2.2321428571428568
15457,10,10,10,10,9,8,8,9.778947368421052
15458,5,9,8,9,6,5,8,4.033898305084746
15459,8,8,7,9,7,5,7,5.832
15460,8,8,8,9,8,9,10,10.848101265822784
15461,4,5,5,6,7,6,8,4.340740740740741
15462,10,10,9,4,7,8,8,3.846153846153846
15463,6,6,4,5,6,5,4,5.71111111111111
15464,9,10,10,10,9,9,9,17.79245283018868
15465,10,9,10,9,8,9,10,12.223684210526315
15466,7,7,7,8,9,9,8,8.733333333333334
15467,1,1,2,3,1,2,1,1.9873417721518987
15468,4,2,2,2,3,2,3,3.253164556962025
15469,6,9,4,2,4,5,7,2.3100436681222707
15470,10,9,6,8,10,10,5,4.024271844660194
15471,2,2,1,2,2,2,3,3.4482758620689657
15472,6,7,5,5,5,6,9,4.205479452054794
15473,8,10,9,7,8,9,7,7.468468468468467
15474,3,4,3,4,4,6,9,2.2009345794392523
15475,4,5,4,4,5,5,3,5.644736842105263
15476,9,6,5,9,9,9,9,4.624277456647399
15477,9,8,7,5,7,5,7,4.698630136986302
15478,7,8,7,7,6,6,5,6.704081632653062
15479,2,5,3,2,5,2,1,1.8216560509554138
15480,9,10,9,10,10,10,10,19.816326530612248
15481,7,9,6,6,9,8,9,5.586956521739131
15482,8,9,10,8,8,10,9,9.844444444444443
15483,1,2,1,1,1,1,1,2.9999999999999996
15484,5,6,7,4,6,3,6,3.8333333333333335
15485,7,8,4,8,8,9,9,4.401162790697675
15486,1,2,5,3,1,1,3,1.5266666666666666
15487,3,6,3,3,2,2,10,1.4226804123711339
15488,10,10,10,10,10,10,10,0.0
15489,9,5,4,4,4,5,3,2.4923076923076923
15490,4,9,7,9,8,8,10,4.030769230769231
15491,3,2,2,2,2,2,2,5.631578947368421
15492,3,2,3,2,3,2,3,4.849056603773584
15493,5,5,5,4,5,8,7,3.978571428571429
15494,3,2,1,2,1,1,1,1.9873417721518987
15495,6,8,7,8,8,8,8,9.582278481012658
15496,5,5,6,7,7,7,7,6.621052631578948
15497,1,1,2,2,10,10,10,1.1271929824561404
15498,8,5,6,8,7,5,8,4.862318840579711
15499,6,4,8,6,5,5,5,4.3858267716535435
15500,10,10,10,9,9,10,10,19.816326530612248
15501,4,4,4,5,4,3,5,6.0
15502,5,6,6,10,10,10,9,3.571428571428571
15503,10,10,10,10,10,9,10,25.94736842105263
15504,8,7,8,8,7,6,7,9.592105263157894
15505,6,5,6,9,8,5,8,4.19375
15506,6,6,10,8,8,9,9,5.228758169934641
15507,1,2,1,3,2,6,2,1.4127906976744187
15508,6,6,7,7,7,7,6,12.39622641509434
15509,6,5,4,4,5,7,6,4.7657657657657655
15510,1,2,2,2,1,1,2,2.9622641509433962
15511,1,1,1,1,1,1,1,0.0
15512,10,9,8,8,10,10,10,9.778947368421052
15513,10,10,9,9,9,10,9,17.79245283018868
15514,9,9,6,5,5,4,4,2.7777777777777777
15515,8,9,7,7,7,7,7,9.40506329113924
15516,6,7,10,9,7,5,8,4.319767441860465
15517,7,5,8,5,5,4,4,3.596026490066225
15518,10,10,10,10,10,10,10,0.0
15519,9,7,9,7,9,9,10,7.584070796460178
15520,7,7,6,7,7,6,6,12.39622641509434
15521,10,10,10,2,10,10,10,2.9337748344370858
15522,6,7,10,7,5,6,8,4.294478527607362
15523,10,10,10,9,10,8,8,9.778947368421052
15524,1,8,7,8,8,7,8,2.62109375
15525,10,9,10,8,9,8,9,10.975609756097562
15526,5,9,9,8,6,9,9,4.678571428571429
15527,10,5,2,1,2,3,4,1.2781456953642383
15528,9,10,10,10,10,7,10,8.345132743362832
15529,10,9,10,10,10,10,9,19.816326530612248
15530,10,4,9,10,10,10,9,4.045662100456621
15531,9,9,10,9,7,6,7,5.575342465753425
15532,7,7,8,5,4,4,4,3.2383720930232562
15533,4,3,2,3,2,2,4,3.1777777777777776
15534,5,6,4,4,4,4,5,5.784810126582278
15535,8,5,9,9,7,6,7,4.86
15536,1,1,1,2,3,4,2,1.7391304347826089
15537,6,10,10,9,10,10,10,6.1933333333333325
15538,7,7,6,5,4,6,7,5.217391304347826
15539,8,2,6,4,2,5,3,1.9411764705882353
15540,8,9,9,10,8,9,9,12.840579710144928
15541,10,10,7,6,5,7,7,3.9105263157894736
15542,4,6,5,6,7,6,4,4.8053097345132745
15543,10,10,10,7,4,7,3,2.4880546075085324
15544,9,9,10,10,10,10,10,19.816326530612248
15545,4,7,5,9,8,7,6,3.8197674418604652
15546,9,8,8,6,6,6,10,4.672839506172839
15547,10,9,9,10,10,10,8,11.936708860759493
15548,10,10,10,10,8,10,10,12.776315789473685
15549,5,5,4,5,6,4,8,3.8333333333333335
