고객번호,분류코드,구매횟수,총구매액
14432,1,390,3444869
14432,2,29,1555884
14432,4,42,518737
14433,1,990,7348375
14433,2,167,9559202
14433,3,2,20602
14433,4,80,1278453
14434,1,636,3597061
14434,2,331,17725303
14434,3,2,218117
14434,4,28,289026
14435,1,1484,9928135
14435,2,107,3469201
14435,4,82,1235831
14436,1,753,6370782
14436,2,139,9562526
14436,3,7,8879658
14436,4,98,1515139
14437,1,519,4574487
14437,2,86,3365057
14437,4,144,1060433
14438,1,3453,11883669
14438,2,10,175413
14438,4,1,11154
14439,1,162,1338903
14439,2,252,20066720
14439,3,5,1167603
14439,4,52,701439
14440,1,3106,23288675
14440,2,90,3662942
14440,3,2,1842282
14440,4,68,353830
14441,1,2302,7752275
14441,2,90,1041672
14441,4,29,349642
14442,1,1898,10390763
14442,2,60,2331745
14442,4,86,831019
14443,1,517,9727681
14443,2,145,109171508
14443,3,93,110341182
14443,4,99,1310686
14444,1,906,7667426
14444,2,133,24805399
14444,3,6,4335997
14444,4,39,900602
14445,1,3187,49009202
14445,2,70,3623099
14445,4,16,1634599
14446,1,964,6096016
14446,2,22,372560
14446,4,8,32266
14447,1,1087,23352570
14447,2,140,29224303
14447,3,1,96318
14447,4,51,1582668
14448,1,1726,7230240
14448,2,15,1170337
14448,4,1,11260
14449,1,1063,9382890
14449,2,82,4293190
14449,4,49,577052
14450,1,648,5561690
14450,2,121,10494537
14450,3,1,1002344
14450,4,140,1203571
14451,1,527,6055532
14451,2,252,67045347
14451,3,1,41312
14451,4,37,896339
14452,1,1508,8211891
14452,2,114,2391098
14452,4,81,637754
14453,1,1094,6313268
14453,2,23,643535
14453,4,70,602446
14454,1,2872,24072546
14454,2,142,12228621
14454,3,1,20602
14454,4,68,1391827
14455,1,1645,8235314
14455,2,59,1507187
14455,4,36,818748
14456,1,664,16396908
14456,2,277,87923380
14456,3,1,1782723
14456,4,23,1183637
14457,1,1881,8089022
14457,2,74,1723653
14457,3,1,288424
14457,4,29,1181014
14458,1,462,8436321
14458,2,26,1682238
14458,4,4,350311
14459,1,1540,5754867
14459,2,12,514726
14459,4,4,29833
14460,1,1695,9083460
14460,2,180,4273692
14460,3,1,78861
14460,4,88,760180
14461,1,3326,9438735
14461,2,36,774673
14461,4,7,75302
14462,1,1028,13011633
14462,2,69,3051400
14462,3,9,1348559
14462,4,12,141006
14463,1,1526,15602233
14463,2,173,11539710
14463,3,3,1113000
14463,4,80,1463149
14464,1,773,29778327
14464,2,414,129526153
14464,3,9,5405838
14464,4,8,439305
14465,1,2088,9021860
14465,2,17,587553
14465,4,8,180627
14466,1,1916,8979799
14466,2,158,4738738
14466,3,2,191274
14466,4,48,342523
14467,1,2112,12235802
14467,2,156,4919524
14467,3,5,339197
14467,4,40,527241
14468,1,673,4858371
14468,2,293,35905444
14468,3,6,3488569
14468,4,24,228725
14469,1,1110,7396823
14469,2,37,3739380
14469,4,1,79290
14470,1,342,12116806
14470,2,323,79255966
14470,3,10,4993344
14470,4,38,1016750
14471,1,1484,6453898
14471,2,12,545899
14471,4,3,23476
14472,1,238,9775888
14472,2,346,71461933
14472,3,8,7468641
14472,4,44,633193
14473,1,2298,7208435
14473,2,34,1509869
14473,4,27,234238
14474,1,604,7741728
14474,2,347,62472600
14474,3,7,7659345
14474,4,68,3547673
14475,1,933,9069625
14475,2,52,3845450
14475,4,33,225129
14476,1,558,22659856
14476,2,186,67116019
14476,3,3,2766353
14476,4,40,1081674
14477,1,1407,15263936
14477,2,54,3199330
14477,4,46,719466
14478,1,3137,5803977
14478,2,55,2239870
14478,4,7,61516
14479,1,694,4640689
14479,2,42,1255965
14479,4,21,429771
14480,1,2427,7008795
14480,2,31,4159884
14480,4,38,1038680
14481,1,707,7950159
14481,2,281,36377583
14481,3,10,5539230
14481,4,84,2114017
14482,1,1721,12866000
14482,2,106,6357149
14482,3,3,1349513
14482,4,166,2132206
14483,1,779,7563190
14483,2,56,1361773
14483,4,105,1126827
14484,1,2520,17476998
14484,2,21,1615395
14485,1,1551,17119018
14485,2,246,32722758
14485,3,14,7842981
14485,4,123,3348741
14486,1,1902,12089789
14486,2,285,13926048
14486,3,14,603335
14486,4,99,1521924
14487,1,297,3648628
14487,2,371,38240942
14487,4,46,1731806
14488,1,2494,7704732
14488,2,2,48566
14489,1,1239,5446937
14489,2,67,2463832
14489,4,17,76407
14490,1,920,13197850
14490,2,299,39145996
14490,3,6,1841325
14490,4,66,1753665
14491,1,412,3680639
14491,2,41,24870154
14491,3,1,505497
14491,4,1,3728
14492,1,1169,6083275
14492,2,60,4003057
14492,4,36,452939
14493,1,1682,8084313
14493,2,25,1126524
14493,3,1,60591
14493,4,2,29147
14494,1,815,5363670
14494,2,43,1371279
14494,4,53,446682
14495,1,965,6775463
14495,2,94,6721656
14495,3,2,31535
14495,4,22,295386
14496,1,2645,22809865
14496,2,294,48828246
14496,3,4,16781229
14496,4,109,3438493
14497,1,558,4562610
14497,2,181,14655095
14497,3,3,53548
14497,4,37,270898
14498,1,2376,9517864
14498,2,8,171139
14499,1,1548,7287896
14499,2,12,1316116
14500,1,284,5067089
14500,2,445,84746157
14500,3,19,8410934
14500,4,58,2111254
14501,1,1407,10187158
14501,2,101,5001279
14501,4,140,1314389
14502,1,535,5575769
14502,2,91,3741618
14502,3,1,81798
14502,4,8,86546
14503,1,669,3356511
14503,2,321,19840758
14503,4,71,1021990
14504,1,1502,18427136
14504,2,28,3335222
14504,3,1,26809
14504,4,1,22525
14505,1,1137,14977029
14505,2,4,508797
14506,1,2517,12093522
14506,2,45,883077
14506,4,10,391566
14507,1,1476,8332339
14507,2,15,511160
14507,4,9,63889
14508,1,96,1509604
14508,2,152,12592044
14508,3,2,483256
14508,4,233,3646830
14509,1,204,6007071
14509,2,353,81240198
14509,3,4,2109814
14509,4,42,906072
14510,1,1043,7157089
14510,2,97,6218287
14510,3,4,702163
14510,4,52,882185
14511,1,394,5608229
14511,2,140,9020738
14511,4,68,1107534
14512,1,194,884783
14512,2,10,1045720
14512,4,2,39305
14513,1,1481,7193049
14513,2,57,1055577
14513,4,25,194002
14514,1,1777,7391655
14514,2,21,252645
14514,4,4,27476
14515,1,763,5452360
14515,2,175,12218767
14515,3,2,308619
14515,4,56,1275351
14516,1,760,9781022
14516,2,87,10177323
14516,3,1,620552
14516,4,27,386404
14517,1,850,7806300
14517,2,103,3952534
14517,4,16,562414
14518,1,2512,15933940
14518,2,24,1322473
14518,4,2,86425
14519,1,2602,8621176
14519,2,91,4576615
14519,4,10,386484
14520,1,295,5876995
14520,2,417,62493349
14520,3,8,3197047
14520,4,32,1126174
14521,1,1224,8133159
14521,2,207,20262840
14521,3,4,1140016
14521,4,93,1487888
14522,1,1194,8346809
14522,2,73,4154089
14522,4,31,296706
14523,1,287,2074202
14523,2,206,7174147
14523,3,5,2020609
14523,4,51,818675
14524,1,1654,8223677
14524,2,56,1386333
14524,4,71,943994
14525,1,1267,8278687
14525,2,72,2495256
14525,4,24,166350
14526,1,1154,6156585
14526,2,79,2250735
14526,3,2,113578
14526,4,20,282896
14527,1,1692,8501879
14527,2,131,9051951
14527,3,6,349602
14527,4,75,1985625
14528,1,1049,7509378
14528,2,156,7259332
14528,3,2,117915
14528,4,43,264593
14529,1,1759,10565081
14529,2,67,1547843
14529,3,1,10301
14529,4,17,113451
14530,1,1144,5702035
14530,2,141,4625367
14530,3,1,186899
14530,4,57,906823
14531,1,2036,7697746
14531,2,23,1199931
14531,3,1,529328
14531,4,3,62875
14532,1,2803,15894892
14532,2,57,3532372
14532,4,6,629280
14533,1,607,17181375
14533,2,259,26041165
14533,3,16,12601859
14533,4,69,1260446
14534,1,650,4618690
14534,2,332,19796453
14534,3,5,3298669
14534,4,87,1579686
14535,1,3234,19311893
14535,2,43,2392386
14535,3,1,13940
14535,4,12,133257
14536,1,2114,8328133
14536,2,21,103207
14537,1,544,5378825
14537,2,195,23828401
14537,4,67,1184887
14538,1,1848,26612585
14538,2,162,10248715
14538,4,43,959962
14539,1,1674,9758253
14539,2,91,2352222
14539,4,85,781873
14540,1,826,9518636
14540,2,549,54264917
14540,3,26,24425512
14540,4,77,1438903
14541,1,966,8458378
14541,2,39,1402274
14541,4,17,118913
14542,1,1410,8322768
14542,2,76,2347951
14542,4,24,167706
14543,1,401,4950319
14543,2,201,13674909
14543,4,35,900276
14544,1,1013,7159477
14544,2,127,13000416
14544,3,2,2609300
14544,4,32,265881
14545,1,3276,15928819
14545,2,38,619801
14546,1,659,4601302
14546,2,142,4527008
14546,3,1,13906
14546,4,34,518283
14547,1,980,5671830
14547,2,98,1624354
14547,3,1,53617
14547,4,13,111195
14548,1,469,3257500
14548,2,8,132863
14549,1,1569,19792822
14549,2,220,25260308
14549,3,3,404862
14549,4,136,2223370
14550,1,1524,17158719
14550,2,157,20179637
14550,3,5,2118258
14550,4,61,1468091
14551,1,1518,7896017
14551,2,40,2215206
14551,4,23,299385
14552,1,784,5239701
14552,2,66,2202166
14552,4,11,451537
14553,1,26,891556
14553,2,47,5426089
14553,4,8,103769
14554,1,270,3909817
14554,2,154,23197242
14554,3,3,1077478
14554,4,103,2620192
14555,1,1700,7760954
14555,2,14,859964
14555,4,7,509588
14556,1,2848,11849112
14556,2,28,1546590
14556,4,13,154430
14557,1,1495,7327822
14557,2,79,2385859
14557,4,60,518588
14558,1,2224,19163040
14558,2,103,3263500
14558,4,53,1573282
14559,1,3282,15574315
14559,2,131,2103086
14559,4,22,190130
14560,1,403,15473426
14560,2,237,85015672
14560,3,7,2461022
14560,4,42,2275520
14561,1,1142,5086243
14561,2,30,820232
14561,3,1,17737
14561,4,7,74118
14562,1,1426,7021284
14562,2,46,893907
14562,4,18,180727
14563,1,2347,16099364
14563,2,152,9537977
14563,3,2,21103
14563,4,135,2528442
14564,1,2868,6591933
14564,2,54,1233288
14565,1,960,3400659
14565,2,58,1318905
14565,4,49,168452
14566,1,353,7151864
14566,2,373,50945589
14566,3,1,348376
14566,4,2,158638
14567,1,3988,18771591
14567,2,89,2517486
14567,4,1,31039
14568,1,2062,11506654
14568,2,96,8967027
14568,4,38,337957
14569,1,763,5506713
14569,2,114,4693822
14569,4,45,449689
14570,1,579,8489325
14570,2,157,24857248
14570,3,16,17571758
14570,4,100,1798631
14571,1,323,2224287
14571,2,33,2942172
14571,3,1,1270724
14571,4,8,85418
14572,1,2245,10663550
14572,2,12,524934
14573,1,280,3032454
14573,2,304,18566941
14573,3,3,614362
14573,4,125,2026806
14574,1,2129,13384057
14574,2,91,2901795
14574,4,85,1635298
14575,1,2246,12068283
14575,2,61,5490637
14576,1,1300,7019595
14576,2,48,1539404
14576,4,35,760160
14577,1,1926,10302685
14577,2,19,685960
14577,4,1,12726
14578,1,178,1753154
14578,2,333,21623951
14578,3,8,1976227
14578,4,37,332293
14579,1,1689,6722049
14579,2,4,79100
14580,1,176,4719776
14580,2,227,51302847
14580,3,75,120585826
14580,4,39,1252306
14581,1,2113,6574733
14581,2,6,617475
14582,1,686,11950846
14582,2,91,4662977
14582,3,1,21232
14582,4,7,104608
14583,1,2012,15234005
14583,2,173,33967152
14583,3,6,14304057
14583,4,92,1884434
14584,1,503,4267263
14584,2,190,17536092
14584,3,1,192158
14584,4,144,2014785
14585,1,2441,7837102
14585,2,37,1384746
14585,4,2,39995
14586,1,189,7039100
14586,2,307,37475668
14586,4,102,3577097
14587,1,1313,10374041
14587,2,3,324966
14588,1,1530,13204848
14588,2,17,728791
14588,3,1,20227
14589,1,1492,9482748
14589,2,7,126466
14589,4,1,8900
14590,1,445,13770753
14590,2,61,20414476
14590,4,73,796881
14591,1,2237,10384256
14591,2,22,1744154
14591,4,4,739319
14592,1,1155,7169918
14592,2,54,1276928
14592,4,10,274580
14593,1,539,8530385
14593,2,92,7758778
14593,4,10,237211
14594,1,1170,38631795
14594,2,237,64111134
14594,4,18,591997
14595,1,554,6923982
14595,2,259,38695553
14595,3,22,3020796
14595,4,48,888846
14596,1,547,8137915
14596,2,99,19067809
14596,3,1,329806
14596,4,73,1573197
14597,1,863,3208285
14597,2,8,59948
14597,4,10,225688
14598,1,472,3908504
14598,2,14,283505
14598,3,3,28173
14598,4,67,366931
14599,1,82,550727
14599,2,439,2457472456
14599,3,1,29149
14599,4,46,25819239
14600,1,1078,8053329
14600,2,99,2418565
14600,3,1,240405
14600,4,31,275335
14601,1,628,9748002
14601,2,63,5565845
14601,3,2,189094
14601,4,88,1045241
14602,1,882,3186983
14602,2,3,13541
14602,4,2,2809
14603,1,1962,14256964
14603,2,47,13886168
14603,3,5,6525081
14604,1,1484,7447036
14604,2,129,1834864
14604,4,66,538288
14605,1,2539,15059374
14605,2,53,2814653
14605,3,1,39443
14605,4,6,182509
14606,1,923,13950356
14606,2,249,41408674
14606,4,66,1394639
14607,1,414,3781054
14607,2,99,4293871
14607,4,7,64743
14608,1,2216,14318151
14608,2,34,1214122
14608,4,15,3154124
14609,1,690,3003072
14609,2,8,387675
14610,1,361,5121466
14610,2,188,51564817
14610,3,15,7857881
14610,4,37,761646
14611,1,3255,26008334
14611,2,91,8112461
14611,4,49,415430
14612,1,1210,29416712
14612,2,365,139663209
14612,3,16,19882869
14612,4,47,2458340
14613,1,3939,22910647
14613,2,58,2559678
14613,3,1,42786
14613,4,11,526248
14614,1,1444,11735614
14614,2,115,6072559
14614,3,1,8262
14614,4,11,554027
14615,1,2405,7389508
14615,2,14,448452
14615,4,2,9284
14616,1,1207,6056110
14616,2,2,13986
14617,1,418,2955516
14617,2,78,8438252
14617,4,63,737029
14618,1,956,5645753
14618,2,99,5070884
14618,4,25,373202
14619,1,2269,14147047
14619,2,376,48717538
14619,3,9,10574447
14619,4,16,1260181
14620,1,345,3777777
14620,2,58,2903829
14620,3,2,707638
14620,4,18,380535
14621,1,1909,7456732
14621,2,54,3356506
14621,4,5,40188
14622,1,1251,7846136
14622,2,132,5650902
14622,3,2,41575
14622,4,126,1635067
14623,1,2359,21582929
14623,2,28,935353
14623,4,4,23190
14624,1,977,13590555
14624,2,17,930671
14624,4,28,359828
14625,1,1098,5294992
14625,2,49,572778
14625,4,224,2782034
14626,1,13,80901
14626,2,105,10254835
14626,4,2,838002
14627,1,533,4156692
14627,2,24,1696464
14627,4,60,377104
14628,1,2258,21212034
14628,2,258,20510784
14628,3,8,4115029
14628,4,70,2799835
14629,1,1114,9752261
14629,2,269,72897890
14629,4,32,591777
14630,1,212,4918066
14630,2,476,79081931
14630,3,4,980366
14630,4,36,2690480
14631,1,1566,7482427
14631,2,41,9263294
14631,4,1,5904
14632,1,1712,10810963
14632,2,3,16121
14632,4,10,177587
14633,1,2112,10338697
14633,2,93,3583914
14633,3,2,58736
14633,4,35,343000
14634,1,475,6367541
14634,2,60,3430010
14634,3,4,216676
14634,4,4,88435
14635,1,1572,10167137
14635,2,112,5078511
14635,4,21,227574
14636,1,1619,7668150
14636,2,41,954304
14636,4,45,483082
14637,1,1584,10015645
14637,2,153,6117136
14637,4,37,418697
14638,1,2864,20263040
14638,2,23,324275
14638,4,3,18152
14639,1,587,16041501
14639,2,254,31824235
14639,3,24,13615823
14639,4,60,1211558
14640,1,459,2179508
14640,2,305,16252516
14640,3,5,542517
14640,4,62,558155
14641,1,1159,6562271
14641,2,111,4332994
14641,3,1,22596
14641,4,7,58177
14642,1,1724,8262368
14642,2,35,688348
14642,4,48,333639
14643,1,1698,15491538
14643,2,95,4749558
14643,3,3,174109
14643,4,25,486041
14644,1,926,4405315
14644,2,37,3422430
14644,4,1,22880
14645,1,807,5674707
14645,2,115,5747886
14645,4,21,268706
14646,1,1005,8155831
14646,2,32,2063701
14646,4,7,85112
14647,1,3111,14705379
14647,2,152,9297900
14647,4,18,264541
14648,1,658,4707801
14648,2,130,4073334
14648,3,2,47191
14648,4,50,983093
14649,1,572,14792237
14649,2,237,136060433
14649,3,6,3139930
14649,4,45,1650250
14650,1,816,6439496
14650,2,273,16539458
14650,3,2,134711
14650,4,10,1258012
14651,1,519,24490311
14651,2,265,44272662
14651,3,5,5656301
14651,4,23,853111
14652,1,973,4743903
14652,2,14,595176
14652,4,412,8318746
14653,1,2030,23258351
14653,2,196,8964802
14653,3,2,90060
14653,4,120,1316392
14654,1,1074,15297672
14654,2,32,1373841
14654,3,1,22596
14654,4,57,760779
14655,1,947,10350160
14655,2,172,29042780
14655,3,10,3158440
14655,4,41,776531
14656,1,605,20210090
14656,2,299,54697262
14656,3,5,861733
14656,4,23,1007504
14657,1,1783,7966028
14657,2,53,5395872
14657,3,3,129014
14658,1,1956,13194943
14658,2,223,4770594
14658,4,83,2587680
14659,1,483,9916969
14659,2,290,76396208
14659,3,12,7500438
14659,4,74,1105614
14660,1,2654,11290996
14660,2,17,286851
14660,4,7,59792
14661,1,1723,10136622
14661,2,92,1649141
14661,3,66,1894891
14661,4,58,895249
14662,1,515,6995557
14662,2,258,41245624
14662,3,10,4859443
14662,4,46,1243435
14663,1,1385,9453955
14663,2,115,3207148
14663,3,1,75381
14663,4,25,116100
14664,1,321,4472160
14664,2,244,42530384
14664,3,6,162683
14664,4,58,1315871
14665,1,2125,11589384
14665,2,166,9669530
14665,3,2,21985
14665,4,11,330019
14666,1,426,10347621
14666,2,160,19678692
14666,3,81,78973235
14666,4,192,2382180
14667,1,1,11185
14667,2,1,190135
14668,1,2071,4817087
14668,2,13,659070
14668,4,3,73648
14669,1,354,4870521
14669,2,143,16318809
14669,3,2,283074
14669,4,35,691091
14670,1,660,12829595
14670,2,172,31126725
14670,3,1,10733
14670,4,38,690696
14671,1,1737,9447333
14671,2,2,21173
14671,4,2,9666
14672,1,45,630107
14672,2,22,2829584
14672,4,5,63502
14673,1,7,33723
14673,2,85,4423918
14673,4,11,1103716
14674,1,1082,11286194
14674,2,96,5410541
14674,4,24,337599
14675,1,511,8269483
14675,2,127,13926565
14675,3,3,19769
14675,4,100,2741244
14676,1,2118,15363009
14676,2,62,2166871
14676,3,3,419231
14676,4,45,1256592
14677,1,341,3007021
14677,2,307,11368762
14677,4,129,1838942
14678,1,1377,4331237
14678,2,1,9010
14678,4,47,315799
14679,1,2514,15554425
14679,2,46,1334561
14679,3,2,370092
14679,4,9,80805
14680,1,729,7743976
14680,2,298,38740863
14680,3,13,4108834
14680,4,65,984365
14681,1,2417,7720649
14681,2,30,1054060
14681,3,1,470023
14681,4,6,1147582
14682,1,1095,6287006
14682,2,88,2898431
14682,4,42,704468
14683,1,1572,11298751
14683,2,56,1097069
14683,3,2,56237
14683,4,46,881314
14684,1,739,8716114
14684,2,250,23274344
14684,4,70,3036015
14685,1,1330,6945607
14685,2,57,1035894
14685,4,48,507607
14686,1,1563,9046894
14686,2,15,1007340
14686,4,6,223138
14687,1,162,608862
14687,2,6,231081
14687,4,1,4045
14688,1,1478,8990974
14688,2,17,285033
14689,1,987,5787627
14689,2,80,2923018
14689,4,33,1533354
14690,1,2332,12925016
14690,2,78,2629886
14690,3,3,152343
14690,4,26,179561
14691,1,604,5057712
14691,2,267,20765090
14691,3,9,716949
14691,4,29,901238
14692,1,1006,5636356
14692,2,24,2477619
14692,4,14,589275
14693,1,2261,9450032
14693,2,85,1179285
14693,4,70,735560
14694,1,2223,6177590
14694,2,8,453621
14694,4,4,27400
14695,1,2939,14810086
14695,2,50,696367
14695,4,35,201400
14696,1,626,14793141
14696,2,152,57375975
14696,3,9,10411020
14696,4,29,651888
14697,1,233,2906617
14697,2,404,28764916
14697,3,2,659337
14697,4,18,801785
14698,1,344,93404210
14698,2,5,583418
14699,1,688,8413485
14699,2,19,397150
14699,3,1,10198
14699,4,11,165526
14700,1,1157,18103038
14700,2,347,53503948
14700,3,7,2482242
14700,4,28,1601784
14701,1,1211,5581383
14701,2,102,3290451
14701,3,2,219739
14701,4,25,357367
14702,1,93,2032614
14702,2,354,82906805
14702,3,19,40124285
14702,4,49,4864188
14703,1,1638,9591139
14703,2,81,1919578
14703,4,81,631074
14704,1,1674,7341504
14704,2,9,453432
14704,4,1,198428
14705,1,851,12016240
14705,2,306,55304224
14705,3,10,11906361
14705,4,10,124060
14706,1,986,14548499
14706,2,299,109189755
14706,3,9,11224656
14706,4,44,539249
14707,1,871,3700137
14707,2,27,371043
14707,3,1,29329
14707,4,58,422346
14708,1,1625,11532861
14708,2,73,5866584
14708,3,15,1607547
14708,4,9,81019
14709,1,625,10263075
14709,2,189,21107915
14709,3,4,2600722
14709,4,70,1772249
14710,1,2407,14454931
14710,2,97,1282521
14710,4,49,314636
14711,1,1077,5569140
14711,2,26,705252
14711,4,133,835866
14712,1,2030,10944118
14712,2,101,5284858
14712,4,100,766435
14713,1,785,9273981
14713,2,40,5975232
14713,4,21,534630
14714,1,2315,8715604
14714,2,13,191381
14714,4,6,121905
14715,1,140,1487542
14715,2,597,78592334
14715,3,4,2782614
14715,4,18,198601
14716,1,1308,13633230
14716,2,124,35243713
14716,3,9,11749798
14716,4,86,2617111
14717,1,1289,10196008
14717,2,195,7002644
14717,3,1,305048
14717,4,89,3321555
14718,1,868,5782139
14718,2,379,58585260
14718,3,23,11157801
14718,4,36,913078
14719,1,584,4683525
14719,2,150,13786823
14719,3,6,1630985
14719,4,35,516318
14720,1,685,12166694
14720,2,77,7586307
14720,3,2,252212
14720,4,98,1383930
14721,1,608,9358963
14721,2,216,31645995
14721,3,8,14557747
14721,4,107,2126321
14722,1,2765,10048284
14722,2,16,464348
14722,4,2,21323
14723,1,1726,13547408
14723,2,70,2330573
14723,4,30,332181
14724,1,8,21417
14724,2,2,142377
14724,4,1,27666
14725,1,192,2228510
14725,2,15,1646863
14725,4,9,223538
14726,1,418,2912392
14726,2,38,1383291
14726,4,78,776862
14727,1,841,8969783
14727,2,403,99066978
14727,3,7,1442927
14727,4,54,1469342
14728,1,1866,9834150
14728,2,131,4788984
14728,4,36,1561201
14729,1,2570,11705123
14729,2,17,1031759
14729,4,5,408960
14730,1,981,5394014
14730,2,56,1720230
14730,4,15,115932
14731,1,2201,14474302
14731,2,22,2441667
14731,4,2,60206
14732,1,933,3589864
14732,2,13,746950
14732,3,1,107020
14732,4,2,78817
14733,1,467,5314559
14733,2,306,61336226
14733,4,30,564614
14734,1,2625,13901645
14734,2,86,2547401
14734,4,26,345947
14735,1,579,15601446
14735,2,154,26574571
14735,3,11,7635723
14735,4,32,1030893
14736,1,2169,8393226
14736,2,12,337172
14736,4,9,86660
14737,1,3810,14246871
14737,2,27,728123
14737,4,1,17713
14738,1,3063,10673310
14738,2,10,358343
14738,4,2,35397
14739,1,2742,12853205
14739,2,68,1015701
14739,3,1,270295
14739,4,52,568398
14740,1,736,4834371
14740,2,157,4584469
14740,4,121,1039558
14741,1,1168,7577509
14741,2,74,19093791
14741,4,28,390978
14742,1,1757,7983948
14742,2,61,3695838
14742,4,5,221756
14743,1,1983,14612675
14743,2,26,791054
14743,4,3,90752
14744,1,2072,10316113
14744,2,34,2242901
14744,4,1,15170
14745,1,356,4969868
14745,2,359,52430400
14745,3,6,244349
14745,4,72,3196536
14746,1,1599,6276754
14746,2,12,539551
14747,1,1062,9276636
14747,2,330,44058548
14747,3,11,12358756
14747,4,101,2698976
14748,1,1995,15766238
14748,2,25,1443549
14749,1,973,14708027
14749,2,202,21219175
14749,4,43,732587
14750,1,1063,5431198
14750,2,132,5811660
14750,4,14,426227
14751,1,745,5872359
14751,2,58,956361
14751,4,41,280528
14752,1,1317,9023148
14752,2,144,14673394
14752,4,85,1310473
14753,1,1166,9301428
14753,2,59,4123916
14753,4,40,705380
14754,1,1114,13380954
14754,2,157,56657477
14754,3,18,41386320
14754,4,19,1190356
14755,1,732,6221298
14755,2,77,3998671
14755,4,31,407872
14756,1,36,191005
14756,2,9,843322
14756,4,1,111654
14757,1,1450,20345710
14757,2,546,181798452
14757,3,1,24787
14757,4,114,1241823
14758,1,888,5402354
14758,2,26,455554
14758,4,24,171996
14759,1,2019,11147858
14759,2,30,1957882
14760,1,427,2838927
14760,2,22,2275146
14760,3,2,400339
14760,4,5,71431
14761,1,863,6680851
14761,2,125,8395039
14761,3,1,180153
14761,4,77,1182418
14762,1,440,3571070
14762,2,99,8582810
14762,4,33,367903
14763,1,1297,7955124
14763,2,302,37819793
14763,3,2,649425
14763,4,81,3455449
14764,1,2713,10547098
14764,2,29,1683240
14764,4,1,9866
14765,1,1911,6878346
14765,2,50,2834702
14765,4,3,605722
14766,1,2248,16537867
14766,2,133,9240371
14766,4,24,342466
14767,1,1143,7302090
14767,2,95,3203554
14767,4,78,758898
14768,1,245,1897627
14768,2,153,14807559
14768,3,3,2204868
14768,4,87,1262035
14769,1,431,4707742
14769,2,284,24304063
14769,3,12,435054
14769,4,41,731897
14770,1,1346,9383317
14770,2,63,1934286
14770,4,22,205633
14771,1,939,5301337
14771,2,163,3997275
14771,3,3,150061
14771,4,19,1422543
14772,1,818,4419219
14772,2,48,1387166
14772,4,32,459535
14773,1,1327,10736015
14773,2,78,2199263
14773,3,1,36154
14773,4,28,728514
14774,1,1789,10875042
14774,2,296,7765447
14774,4,69,862374
14775,1,597,2938578
14775,2,31,4238435
14775,4,5,465695
14776,1,1557,7496719
14776,2,76,1195829
14776,3,1,33894
14776,4,10,70466
14777,1,1203,9688099
14777,2,135,4474970
14777,3,1,34587
14777,4,25,380855
14778,1,1016,13629906
14778,2,74,2769678
14778,4,95,1052548
14779,1,739,6393959
14779,2,153,32186352
14779,3,1,58979
14779,4,88,773257
14780,1,2068,8126192
14780,2,48,3569790
14780,3,1,209479
14780,4,14,2182199
14781,1,1075,9194506
14781,2,196,13039786
14781,3,3,598765
14781,4,27,1328130
14782,1,1562,8836581
14782,2,154,5588826
14782,3,1,198651
14782,4,65,901172
14783,1,2079,6673945
14783,2,22,1346707
14783,3,1,22171
14783,4,2,61968
14784,1,1391,10397305
14784,2,101,2547076
14784,3,1,49554
14784,4,30,191511
14785,1,1311,6079491
14785,2,76,1802686
14785,4,156,1241340
14786,1,1959,10194618
14786,2,35,652999
14786,4,10,109387
14787,1,378,5825717
14787,2,249,22547412
14787,3,2,469256
14787,4,21,986878
14788,1,2510,12595871
14788,2,5,135122
14788,4,2,157360
14789,1,1311,8464826
14789,2,96,3368569
14789,3,1,4477452
14789,4,9,76215
14790,1,1462,10277957
14790,2,211,18489501
14790,3,3,348927
14790,4,71,1528763
14791,1,365,5653779
14791,2,409,45358105
14791,4,94,2693163
14792,1,1947,10402651
14792,2,28,2972180
14792,4,12,400770
14793,1,1373,8396737
14793,2,50,875690
14793,3,1,10136
14793,4,48,383825
14794,1,2312,12452634
14794,2,57,2915876
14794,4,20,170875
14795,1,1732,9399052
14795,2,57,2604277
14795,3,1,61805
14795,4,52,915206
14796,1,1186,6069246
14796,2,76,1943254
14796,4,52,485403
14797,1,737,4627952
14797,2,68,1440143
14797,4,69,856248
14798,1,766,4635071
14798,2,33,1017305
14798,4,7,58800
14799,1,1875,8664754
14799,2,15,871251
14799,4,1,7399
14800,1,1422,7269470
14800,2,123,1135132
14800,3,1,95017
14800,4,2,9759
14801,1,1196,5332470
14801,2,77,2377273
14801,4,22,528951
14802,1,720,16845747
14802,2,304,34249376
14802,3,9,3897531
14802,4,15,447310
14803,1,833,7157221
14803,2,166,5142111
14803,3,3,104392
14803,4,110,3774146
14804,1,1432,8036294
14804,2,153,15455898
14804,3,4,307509
14804,4,83,520045
14805,1,385,5340716
14805,2,190,18759081
14805,3,1,17794
14805,4,50,1482903
14806,1,2469,14303825
14806,2,59,4498217
14806,3,2,57507
14806,4,8,178491
14807,1,2449,13739971
14807,2,74,1286401
14807,4,34,363331
14808,1,1071,13909384
14808,2,76,3767076
14808,3,6,3747792
14808,4,55,828001
14809,1,1243,10396851
14809,2,79,1179902
14809,4,24,503024
14810,1,2832,7835006
14810,2,31,1095397
14810,4,5,205774
14811,1,2301,10937862
